"Majority.protein.IDs","Protein.IDs","Peptide.counts..unique.","NObs_NoMineral","NObs_Mineral","Mean_NoMineral","Mean_Mineral","pvalue_Gtest_MvsNoM","pvalue_ANOVA_MvsNoM","Log2FC_MvsNoM","Flag_0.05_ANOVA_MvsNoM","Flag_0.05_Gtest_MvsNoM","Neg_Log10_pvalue"
"1001-18076_t_tx1","1001-18076_t_tx1;tr|A0A420U833|A0A420U833_FUSOX;tr|A0A420RZW9|A0A420RZW9_FUSOX;tr|A0A420NCQ3|A0A420NCQ3_FUSOX;tr|A0A2H3SRS1|A0A2H3SRS1_FUSOX;tr|K3VMB4|K3VMB4_FUSPC;tr|A0A1C3YJ46|A0A1C3YJ46_GIBZE","36;16;16;16;15;8;8",3,3,28.7943486599738,29.4546247788675,1,0.13338848735141,0.660276118893638,0,0,0.874881652394852
"1003-5950_t_tx1","1003-5950_t_tx1;tr|A0A2H3SX04|A0A2H3SX04_FUSOX;tr|K3VBN7|K3VBN7_FUSPC;tr|I1RBT3|I1RBT3_GIBZE","6;2;1;1",3,2,25.0298118670348,23.4896320614811,0.2076622768584,0.103567693773409,-1.54017980555375,0,0,0.98477569443625
"1003-5952_t_tx1;tr|A0A2H3STK9|A0A2H3STK9_FUSOX;tr|I1RBT1|I1RBT1_GIBZE;tr|K3VC70|K3VC70_FUSPC","1003-5952_t_tx1;tr|A0A2H3STK9|A0A2H3STK9_FUSOX;tr|I1RBT1|I1RBT1_GIBZE;tr|K3VC70|K3VC70_FUSPC;REV__tr|K3VZH6|K3VZH6_FUSPC;REV__tr|I1S132|I1S132_GIBZE","12;11;8;8;1;1",3,3,29.374897152618,28.8345815534937,1,0.113765982220011,-0.540315599124305,0,0,0.943987579265224
"1003-5955_t_tx1;tr|A0A420TUR6|A0A420TUR6_FUSOX;tr|A0A420MXX7|A0A420MXX7_FUSOX;tr|A0A2H3T4Z4|A0A2H3T4Z4_FUSOX;tr|K3VBP3|K3VBP3_FUSPC;tr|A0A1C3YHU3|A0A1C3YHU3_GIBZE","1003-5955_t_tx1;tr|A0A420TUR6|A0A420TUR6_FUSOX;tr|A0A420MXX7|A0A420MXX7_FUSOX;tr|A0A2H3T4Z4|A0A2H3T4Z4_FUSOX;tr|K3VBP3|K3VBP3_FUSPC;tr|A0A1C3YHU3|A0A1C3YHU3_GIBZE","11;8;8;8;6;6",3,3,24.5028068295537,25.8703887980719,1,0.307081058795491,1.36758196851818,0,0,0.51274697064352
"1005-10353_t_tx1;tr|A0A420U9P1|A0A420U9P1_FUSOX;tr|A0A2H3T8J1|A0A2H3T8J1_FUSOX;tr|A0A420NHY2|A0A420NHY2_FUSOX","1005-10353_t_tx1;tr|A0A420U9P1|A0A420U9P1_FUSOX;tr|A0A2H3T8J1|A0A2H3T8J1_FUSOX;tr|A0A420NHY2|A0A420NHY2_FUSOX;tr|K3VSD5|K3VSD5_FUSPC;tr|I1S0Y1|I1S0Y1_GIBZE","22;15;15;14;5;5",3,3,29.1638940577278,27.6245662856386,1,0.0233449104989024,-1.53932777208922,-1,0,1.63180778675384
"1005-1583_t_tx1","1005-1583_t_tx1;tr|K3VSP1|K3VSP1_FUSPC;tr|I1RSC5|I1RSC5_GIBZE;tr|A0A420Q801|A0A420Q801_FUSOX;tr|A0A2H3T4K7|A0A2H3T4K7_FUSOX","11;4;4;4;4",3,3,27.839952460533,26.2296035341395,1,0.021865881202111,-1.61034892639347,-1,0,1.66023301575783
"1005-1584_t_tx1;tr|A0A420T723|A0A420T723_FUSOX;tr|A0A2H3T4M8|A0A2H3T4M8_FUSOX","1005-1584_t_tx1;tr|A0A420T723|A0A420T723_FUSOX;tr|A0A2H3T4M8|A0A2H3T4M8_FUSOX;tr|K3VQ33|K3VQ33_FUSPC","11;4;4;0",3,3,28.0013265478123,26.6504444356915,1,0.0623354846115794,-1.35088211212084,0,0,1.20526465985991
"1008-4259_t_tx1;tr|A0A420SVM1|A0A420SVM1_FUSOX;tr|A0A2H3TE45|A0A2H3TE45_FUSOX;tr|A0A420NYL9|A0A420NYL9_FUSOX;tr|A0A420QKL3|A0A420QKL3_FUSOX;tr|A0A420RLK9|A0A420RLK9_FUSOX;tr|K3VV78|K3VV78_FUSPC;tr|A0A1C3YKX4|A0A1C3YKX4_GIBZE","1008-4259_t_tx1;tr|A0A420SVM1|A0A420SVM1_FUSOX;tr|A0A2H3TE45|A0A2H3TE45_FUSOX;tr|A0A420NYL9|A0A420NYL9_FUSOX;tr|A0A420QKL3|A0A420QKL3_FUSOX;tr|A0A420RLK9|A0A420RLK9_FUSOX;tr|K3VV78|K3VV78_FUSPC;tr|A0A1C3YKX4|A0A1C3YKX4_GIBZE","15;13;13;13;12;10;10;10",3,3,25.8282670248514,27.1000285186751,1,0.37247163236369,1.2717614938238,0,0,0.4289067977534
"1009-1228_t_tx1;tr|A0A420QL94|A0A420QL94_FUSOX;tr|A0A2H3TQY5|A0A2H3TQY5_FUSOX;tr|K3UI59|K3UI59_FUSPC;tr|A0A1C3YMK1|A0A1C3YMK1_GIBZE","1009-1228_t_tx1;tr|A0A420QL94|A0A420QL94_FUSOX;tr|A0A2H3TQY5|A0A2H3TQY5_FUSOX;tr|K3UI59|K3UI59_FUSPC;tr|A0A1C3YMK1|A0A1C3YMK1_GIBZE","29;24;24;16;16",3,3,27.7516291177108,28.3078788941042,1,0.0662200702824407,0.556249776393372,0,0,1.17901036264677
"1009-1231_t_tx1","1009-1231_t_tx1","8",3,3,26.1194500048516,28.5002980716165,1,0.146519492264993,2.38084806676481,0,0,0.834104594968549
"1009-1233_t_tx1;tr|A0A2H3THR8|A0A2H3THR8_FUSOX;tr|A0A420TT10|A0A420TT10_FUSOX;tr|A0A420P3W0|A0A420P3W0_FUSOX;tr|I1RX63|I1RX63_GIBZE;tr|K3VFG3|K3VFG3_FUSPC","1009-1233_t_tx1;tr|A0A2H3THR8|A0A2H3THR8_FUSOX;tr|A0A420TT10|A0A420TT10_FUSOX;tr|A0A420P3W0|A0A420P3W0_FUSOX;tr|I1RX63|I1RX63_GIBZE;tr|K3VFG3|K3VFG3_FUSPC","5;4;4;4;3;3",3,2,26.5945184445171,24.8878725215429,0.2076622768584,0.0320497828736187,-1.70664592297419,-1,0,1.49417490833264
"1009-4715_t_tx1;tr|A0A2H3SW73|A0A2H3SW73_FUSOX","1009-4715_t_tx1;tr|A0A2H3SW73|A0A2H3SW73_FUSOX;tr|K3VWE1|K3VWE1_FUSPC;tr|I1S048|I1S048_GIBZE","10;5;4;4",3,3,26.3950938096203,25.3954043300332,1,0.394898440192614,-0.999689479587083,0,0,0.403514581677683
"1009-4721_t_tx1;tr|A0A2H3SMF4|A0A2H3SMF4_FUSOX;tr|A0A420NSB8|A0A420NSB8_FUSOX;tr|A0A420P5X3|A0A420P5X3_FUSOX","1009-4721_t_tx1;tr|A0A2H3SMF4|A0A2H3SMF4_FUSOX;tr|A0A420NSB8|A0A420NSB8_FUSOX;tr|A0A420P5X3|A0A420P5X3_FUSOX;tr|A0A420N762|A0A420N762_FUSOX;tr|A0A420MXP4|A0A420MXP4_FUSOX;tr|A0A2H3U7C9|A0A2H3U7C9_FUSOX;tr|A0A420N1W5|A0A420N1W5_FUSOX;3436-2022_t_tx1;tr|A0A420NB68|A0A420NB68_FUSOX;tr|A0A420ME99|A0A420ME99_FUSOX;tr|A0A420RI58|A0A420RI58_FUSOX;12759-12759_t_tx1;tr|A0A420M6R4|A0A420M6R4_FUSOX;tr|A0A420M596|A0A420M596_FUSOX;tr|A0A420MX46|A0A420MX46_FUSOX;tr|A0A420M5V5|A0A420M5V5_FUSOX;tr|A0A420M8I5|A0A420M8I5_FUSOX;8499-17151_t_tx1;12758-12759_t_tx1;8656-17775_t_tx1;tr|A0A420M8J9|A0A420M8J9_FUSOX;tr|A0A420ME98|A0A420ME98_FUSOX;tr|A0A420MEK6|A0A420MEK6_FUSOX;tr|A0A420MAQ1|A0A420MAQ1_FUSOX","7;6;6;3;2;3;3;2;1;2;1;2;0;1;1;2;2;2;2;0;1;1;0;1;0",3,3,26.403925564513,23.9981972121758,1,0.0743560053859596,-2.40572835233719,0,0,1.12868394979625
"1009-4726_t_tx1;tr|K3W3G6|K3W3G6_FUSPC;tr|I1S038|I1S038_GIBZE;tr|A0A2H3SMJ0|A0A2H3SMJ0_FUSOX","1009-4726_t_tx1;tr|K3W3G6|K3W3G6_FUSPC;tr|I1S038|I1S038_GIBZE;tr|A0A2H3SMJ0|A0A2H3SMJ0_FUSOX;tr|A0A420QF58|A0A420QF58_FUSOX","7;6;6;4;3",3,3,26.030796486212,27.8348953949509,1,0.0985289612201583,1.80409890873887,0,0,1.00643609590439
"1009-4730_t_tx1;tr|V6RXE7|V6RXE7_GIBZE;tr|K3W1I4|K3W1I4_FUSPC;tr|A0A2H3SW90|A0A2H3SW90_FUSOX;tr|A0A420SA67|A0A420SA67_FUSOX;tr|A0A420QF79|A0A420QF79_FUSOX","1009-4730_t_tx1;tr|V6RXE7|V6RXE7_GIBZE;tr|K3W1I4|K3W1I4_FUSPC;tr|A0A2H3SW90|A0A2H3SW90_FUSOX;tr|A0A420SA67|A0A420SA67_FUSOX;tr|A0A420QF79|A0A420QF79_FUSOX","4;3;3;3;3;2",3,1,NA,NA,0.05067190234699,NA,NA,0,0,NA
"1009-4732_t_tx1","1009-4732_t_tx1","8",3,3,26.6549984253082,26.1323021438202,1,0.445335999071058,-0.522696281487946,0,0,0.351312196928072
"1011-2346_t_tx1;tr|A0A2H3U2N3|A0A2H3U2N3_FUSOX;tr|A0A420RHV5|A0A420RHV5_FUSOX;tr|A0A420PNH6|A0A420PNH6_FUSOX;tr|A0A420NWE2|A0A420NWE2_FUSOX;tr|A0A420S680|A0A420S680_FUSOX","1011-2346_t_tx1;tr|A0A2H3U2N3|A0A2H3U2N3_FUSOX;tr|A0A420RHV5|A0A420RHV5_FUSOX;tr|A0A420PNH6|A0A420PNH6_FUSOX;tr|A0A420NWE2|A0A420NWE2_FUSOX;tr|A0A420S680|A0A420S680_FUSOX","17;14;14;14;14;12",2,3,24.0240590355332,27.7826357972,0.2076622768584,0.0627148005050305,3.75857676166673,0,0,1.20262995487684
"1011-2347_t_tx1","1011-2347_t_tx1;tr|A0A0E0S657|A0A0E0S657_GIBZE;tr|K3VJ86|K3VJ86_FUSPC;tr|A0A420NWF2|A0A420NWF2_FUSOX;tr|A0A420RHZ2|A0A420RHZ2_FUSOX;tr|A0A420PND7|A0A420PND7_FUSOX;tr|A0A2H3TMF5|A0A2H3TMF5_FUSOX","11;1;1;1;1;1;1",3,2,24.6848360435915,22.7127109002814,0.2076622768584,0.0620937723967523,-1.97212514331012,0,0,1.20695195456334
"1011-4227_t_tx1","1011-4227_t_tx1","3",3,0,NA,NA,0.0039259170936033,NA,NA,0,-1,NA
"1012-11395_t_tx1;tr|K3V9U8|K3V9U8_FUSPC;tr|I1RZJ9|I1RZJ9_GIBZE;tr|A0A2H3T049|A0A2H3T049_FUSOX;tr|A0A420SG57|A0A420SG57_FUSOX;tr|A0A420PE53|A0A420PE53_FUSOX;tr|A0A420RDR5|A0A420RDR5_FUSOX","1012-11395_t_tx1;tr|K3V9U8|K3V9U8_FUSPC;tr|I1RZJ9|I1RZJ9_GIBZE;tr|A0A2H3T049|A0A2H3T049_FUSOX;tr|A0A420SG57|A0A420SG57_FUSOX;tr|A0A420PE53|A0A420PE53_FUSOX;tr|A0A420RDR5|A0A420RDR5_FUSOX","12;11;11;10;10;10;9",3,3,24.7776361570145,25.2661298488651,1,0.532638519300618,0.488493691850646,0,0,0.27356742949528
"1012-4898_t_tx1;tr|A0A420S5I4|A0A420S5I4_FUSOX;tr|A0A420NR17|A0A420NR17_FUSOX;tr|A0A2H3TXZ6|A0A2H3TXZ6_FUSOX","1012-4898_t_tx1;tr|A0A420S5I4|A0A420S5I4_FUSOX;tr|A0A420NR17|A0A420NR17_FUSOX;tr|A0A2H3TXZ6|A0A2H3TXZ6_FUSOX;tr|K3VUX6|K3VUX6_FUSPC;tr|A0A1C3YN32|A0A1C3YN32_GIBZE","13;12;12;12;5;5",3,3,25.3193364945662,27.6788416211334,1,0.00516292980692626,2.35950512656717,1,0,2.28710377940209
"1012-4899_t_tx1","1012-4899_t_tx1","5",3,3,23.6715713317989,23.0312168387334,1,0.474812651529365,-0.640354493065473,0,0,0.323477717653022
"1012-4901_t_tx1;tr|K3VVC6|K3VVC6_FUSPC;tr|I1RJW6|I1RJW6_GIBZE","1012-4901_t_tx1;tr|K3VVC6|K3VVC6_FUSPC;tr|I1RJW6|I1RJW6_GIBZE;tr|A0A2H3TLX2|A0A2H3TLX2_FUSOX","6;4;4;2",3,3,28.2164643248545,27.7932102109741,1,0.0525860609630648,-0.423254113880461,0,0,1.27912935944086
"1012-4903_t_tx1;tr|K3VUX1|K3VUX1_FUSPC;tr|I1RJW4|I1RJW4_GIBZE;tr|A0A2H3TPP3|A0A2H3TPP3_FUSOX","1012-4903_t_tx1;tr|K3VUX1|K3VUX1_FUSPC;tr|I1RJW4|I1RJW4_GIBZE;tr|A0A2H3TPP3|A0A2H3TPP3_FUSOX","9;8;8;5",3,3,25.6155400018503,24.2369637191631,1,0.101206720766365,-1.37857628268723,0,0,0.994790646638202
"1012-4914_t_tx1;tr|A0A420QB19|A0A420QB19_FUSOX;tr|A0A2H3TPQ9|A0A2H3TPQ9_FUSOX;tr|K3VWS3|K3VWS3_FUSPC;tr|I1RJV4|I1RJV4_GIBZE","1012-4914_t_tx1;tr|A0A420QB19|A0A420QB19_FUSOX;tr|A0A2H3TPQ9|A0A2H3TPQ9_FUSOX;tr|K3VWS3|K3VWS3_FUSPC;tr|I1RJV4|I1RJV4_GIBZE","14;12;12;9;9",3,3,30.0921290618651,29.4701249677653,1,0.192314529612756,-0.622004094099871,0,0,0.715987903009213
"1012-4915_t_tx1;tr|A0A2H3U2C7|A0A2H3U2C7_FUSOX;tr|I1RJV3|I1RJV3_GIBZE;tr|K3VUV9|K3VUV9_FUSPC","1012-4915_t_tx1;tr|A0A2H3U2C7|A0A2H3U2C7_FUSOX;tr|I1RJV3|I1RJV3_GIBZE;tr|K3VUV9|K3VUV9_FUSPC;tr|A0A420QB26|A0A420QB26_FUSOX","21;14;13;13;9",3,3,29.8277648975159,30.2332710100007,1,0.036084329221177,0.405506112484744,1,0,1.44268136347828
"1012-4919_t_tx1;tr|A0A2H3TY16|A0A2H3TY16_FUSOX;tr|A0A420P886|A0A420P886_FUSOX;sp|Q4IF76|DBP2_GIBZE;tr|K3VWS1|K3VWS1_FUSPC","1012-4919_t_tx1;tr|A0A2H3TY16|A0A2H3TY16_FUSOX;tr|A0A420P886|A0A420P886_FUSOX;sp|Q4IF76|DBP2_GIBZE;tr|K3VWS1|K3VWS1_FUSPC","21;19;19;15;15",3,3,27.4931987802009,25.8655239668699,1,0.013622398248644,-1.62767481333101,-1,0,1.86574642733778
"1012-4920_t_tx1","1012-4920_t_tx1;tr|K3VUV3|K3VUV3_FUSPC;tr|I1RJU9|I1RJU9_GIBZE","6;1;1",3,3,24.2418727130581,23.6099217739873,1,0.524895945351735,-0.631950939070769,0,0,0.279926782000709
"1012-4921_t_tx1;tr|A0A420RJ29|A0A420RJ29_FUSOX;tr|A0A2H3TLW7|A0A2H3TLW7_FUSOX;tr|A0A420S5Q0|A0A420S5Q0_FUSOX;tr|K3V331|K3V331_FUSPC;tr|I1RJU8|I1RJU8_GIBZE","1012-4921_t_tx1;tr|A0A420RJ29|A0A420RJ29_FUSOX;tr|A0A2H3TLW7|A0A2H3TLW7_FUSOX;tr|A0A420S5Q0|A0A420S5Q0_FUSOX;tr|K3V331|K3V331_FUSPC;tr|I1RJU8|I1RJU8_GIBZE","35;29;29;29;24;24",3,3,29.5222618375686,28.8839192574108,1,0.4299584405426,-0.638342580157722,0,0,0.366573520967611
"1012-4923_t_tx1;tr|A0A420RJ43|A0A420RJ43_FUSOX;tr|A0A2H3TPR8|A0A2H3TPR8_FUSOX;tr|A0A420S5E3|A0A420S5E3_FUSOX","1012-4923_t_tx1;tr|A0A420RJ43|A0A420RJ43_FUSOX;tr|A0A2H3TPR8|A0A2H3TPR8_FUSOX;tr|A0A420S5E3|A0A420S5E3_FUSOX","2;0;0;0",3,2,24.5756060752263,23.2200016204414,0.2076622768584,0.336769186025638,-1.35560445478488,0,0,0.472667652775851
"1012-4925_t_tx1;tr|A0A420P8B3|A0A420P8B3_FUSOX;tr|A0A2H3TM65|A0A2H3TM65_FUSOX","1012-4925_t_tx1;tr|A0A420P8B3|A0A420P8B3_FUSOX;tr|A0A2H3TM65|A0A2H3TM65_FUSOX;tr|K3VUU6|K3VUU6_FUSPC;tr|I1RJU4|I1RJU4_GIBZE;tr|K3VY60|K3VY60_FUSPC","31;25;24;9;9;0",3,3,31.3398281008975,27.5819530021648,1,0.103359226906318,-3.75787509873263,0,0,0.985650747719497
"1012-4927_t_tx1","1012-4927_t_tx1;tr|A0A420S5J5|A0A420S5J5_FUSOX;tr|A0A420MJH5|A0A420MJH5_FUSOX;tr|A0A2H3U6I8|A0A2H3U6I8_FUSOX;tr|A0A420RJ58|A0A420RJ58_FUSOX;tr|K3W3N1|K3W3N1_FUSPC;tr|A0A098DMA2|A0A098DMA2_GIBZE","8;3;3;3;2;1;1",3,3,25.085719505009,24.707575272497,1,0.760498767816513,-0.378144232511971,0,0,0.118901485267686
"1012-4932_t_tx1;tr|A0A2H3TM04|A0A2H3TM04_FUSOX","1012-4932_t_tx1;tr|A0A2H3TM04|A0A2H3TM04_FUSOX;tr|K3W3N0|K3W3N0_FUSPC;tr|I1RJT7|I1RJT7_GIBZE","19;10;7;7",3,3,29.1071880463346,27.9246976016868,1,0.167722217613961,-1.18249044464775,0,0,0.775409404012691
"1013-266_t_tx1","1013-266_t_tx1","1",3,3,21.5401289875219,22.7942535751108,1,0.0884275525134785,1.25412458758893,0,0,1.05341239516581
"1013-267_t_tx1","1013-267_t_tx1;tr|A0A420SG59|A0A420SG59_FUSOX;tr|A0A420RDZ8|A0A420RDZ8_FUSOX;tr|A0A420P1C5|A0A420P1C5_FUSOX;tr|A0A2H3TAR7|A0A2H3TAR7_FUSOX","5;2;2;1;1",3,3,24.1761822039963,24.9231270759189,1,0.23243681159198,0.746944871922615,0,0,0.633695090544856
"1013-268_t_tx1;tr|A0A2H3TJ36|A0A2H3TJ36_FUSOX;tr|A0A420P193|A0A420P193_FUSOX;tr|A0A420SG33|A0A420SG33_FUSOX;tr|A0A420RE32|A0A420RE32_FUSOX","1013-268_t_tx1;tr|A0A2H3TJ36|A0A2H3TJ36_FUSOX;tr|A0A420P193|A0A420P193_FUSOX;tr|A0A420SG33|A0A420SG33_FUSOX;tr|A0A420RE32|A0A420RE32_FUSOX","2;1;1;1;1",3,1,NA,NA,0.05067190234699,NA,NA,0,0,NA
"1013-276_t_tx1;tr|A0A2H3T7Y2|A0A2H3T7Y2_FUSOX;tr|A0A420SG27|A0A420SG27_FUSOX;tr|A0A420PGH5|A0A420PGH5_FUSOX;tr|A0A420P1B4|A0A420P1B4_FUSOX","1013-276_t_tx1;tr|A0A2H3T7Y2|A0A2H3T7Y2_FUSOX;tr|A0A420SG27|A0A420SG27_FUSOX;tr|A0A420PGH5|A0A420PGH5_FUSOX;tr|A0A420P1B4|A0A420P1B4_FUSOX;tr|I1S8S9|I1S8S9_GIBZE;tr|K3V403|K3V403_FUSPC","28;21;20;20;20;13;12",3,3,29.8394905173845,29.1008737684382,1,0.180538042801187,-0.73861674894631,0,0,0.743431270003293
"1013-277_t_tx1;tr|A0A2H3TAQ2|A0A2H3TAQ2_FUSOX;tr|K3VWI5|K3VWI5_FUSPC;tr|I1RUQ5|I1RUQ5_GIBZE","1013-277_t_tx1;tr|A0A2H3TAQ2|A0A2H3TAQ2_FUSOX;tr|K3VWI5|K3VWI5_FUSPC;tr|I1RUQ5|I1RUQ5_GIBZE","18;15;12;12",3,3,27.6793971444199,28.1713312458531,1,0.048284784821569,0.491934101433195,1,0,1.31618969966335
"1013-280_t_tx1;tr|A0A2H3T005|A0A2H3T005_FUSOX;tr|A0A420P0W9|A0A420P0W9_FUSOX;tr|K3V718|K3V718_FUSPC;tr|I1RUQ3|I1RUQ3_GIBZE","1013-280_t_tx1;tr|A0A2H3T005|A0A2H3T005_FUSOX;tr|A0A420P0W9|A0A420P0W9_FUSOX;tr|K3V718|K3V718_FUSPC;tr|I1RUQ3|I1RUQ3_GIBZE;tr|A0A420RGG8|A0A420RGG8_FUSOX;tr|A0A420UCY0|A0A420UCY0_FUSOX;tr|A0A420Q8K4|A0A420Q8K4_FUSOX;tr|A0A420NJJ9|A0A420NJJ9_FUSOX;tr|A0A2H3U3P9|A0A2H3U3P9_FUSOX","72;63;63;43;43;1;1;1;1;1",3,3,32.5066229698284,31.7966054873902,1,0.274951039846088,-0.710017482438133,0,0,0.560744633506874
"1013-283_t_tx1;tr|A0A420PGB9|A0A420PGB9_FUSOX;tr|A0A420RE09|A0A420RE09_FUSOX;tr|A0A420P1A7|A0A420P1A7_FUSOX;tr|A0A2H3SZB3|A0A2H3SZB3_FUSOX","1013-283_t_tx1;tr|A0A420PGB9|A0A420PGB9_FUSOX;tr|A0A420RE09|A0A420RE09_FUSOX;tr|A0A420P1A7|A0A420P1A7_FUSOX;tr|A0A2H3SZB3|A0A2H3SZB3_FUSOX","6;5;5;5;5",3,2,24.5743498575876,23.1386647167725,0.2076622768584,0.175103570368077,-1.43568514081513,0,0,0.756704998546218
"1015-9287_t_tx1;tr|A0A420PS60|A0A420PS60_FUSOX;tr|A0A420SD55|A0A420SD55_FUSOX;tr|A0A420NT23|A0A420NT23_FUSOX;tr|A0A2H3T9G2|A0A2H3T9G2_FUSOX;tr|K3V6X8|K3V6X8_FUSPC;tr|A0A098E4P3|A0A098E4P3_GIBZE","1015-9287_t_tx1;tr|A0A420PS60|A0A420PS60_FUSOX;tr|A0A420SD55|A0A420SD55_FUSOX;tr|A0A420NT23|A0A420NT23_FUSOX;tr|A0A2H3T9G2|A0A2H3T9G2_FUSOX;tr|K3V6X8|K3V6X8_FUSPC;tr|A0A098E4P3|A0A098E4P3_GIBZE","18;16;16;16;16;9;9",3,3,24.4562753236196,26.7263398294467,1,0.0122609602678529,2.2700645058271,1,0,1.91147551491563
"1016-10770_t_tx1","1016-10770_t_tx1","8",3,3,26.3121294358938,26.035445101881,1,0.704648191815064,-0.276684334012788,0,0,0.152027658169192
"1017-1611_t_tx1;tr|A0A420Q648|A0A420Q648_FUSOX;tr|A0A420PPP2|A0A420PPP2_FUSOX;tr|A0A420NGX5|A0A420NGX5_FUSOX;tr|A0A2H3TP43|A0A2H3TP43_FUSOX","1017-1611_t_tx1;tr|A0A420Q648|A0A420Q648_FUSOX;tr|A0A420PPP2|A0A420PPP2_FUSOX;tr|A0A420NGX5|A0A420NGX5_FUSOX;tr|A0A2H3TP43|A0A2H3TP43_FUSOX;tr|K3VBA0|K3VBA0_FUSPC;tr|I1RI38|I1RI38_GIBZE","25;14;14;14;14;6;6",3,3,28.2806823714866,26.9989358202786,1,0.630354224172181,-1.28174655120796,0,0,0.200415332497008
"1017-1612_t_tx1","1017-1612_t_tx1;tr|K3V7N5|K3V7N5_FUSPC;tr|A0A098DK18|A0A098DK18_GIBZE","11;2;2",3,3,26.2279432376267,27.1089301291701,1,0.124070151683284,0.880986891543426,0,0,0.906332686820431
"1018-10136_t_tx1;tr|K3VDG5|K3VDG5_FUSPC;tr|I1RWP9|I1RWP9_GIBZE;tr|A0A420SAG4|A0A420SAG4_FUSOX;tr|A0A420PYZ5|A0A420PYZ5_FUSOX;tr|A0A2H3TD16|A0A2H3TD16_FUSOX","1018-10136_t_tx1;tr|K3VDG5|K3VDG5_FUSPC;tr|I1RWP9|I1RWP9_GIBZE;tr|A0A420SAG4|A0A420SAG4_FUSOX;tr|A0A420PYZ5|A0A420PYZ5_FUSOX;tr|A0A2H3TD16|A0A2H3TD16_FUSOX","5;4;4;4;4;4",2,3,23.0970990208813,24.3144489145179,0.2076622768584,0.222030322836145,1.21734989363658,0,0,0.653587709598371
"1018-10142_t_tx1;tr|A0A420MNY4|A0A420MNY4_FUSOX;tr|A0A2H3TXF9|A0A2H3TXF9_FUSOX","1018-10142_t_tx1;tr|A0A420MNY4|A0A420MNY4_FUSOX;tr|A0A2H3TXF9|A0A2H3TXF9_FUSOX;tr|A0A098DDY0|A0A098DDY0_GIBZE;tr|K3VGK1|K3VGK1_FUSPC","49;33;30;20;17",3,3,33.4477591900635,33.5088814923137,1,0.80799473227065,0.0611223022502401,0,0,0.0925914706031939
"1018-10143_t_tx1","1018-10143_t_tx1","9",3,2,25.6666774025223,23.5128944787883,0.2076622768584,0.0667405541764132,-2.153782923734,0,0,1.17561019152661
"1018-5312_t_tx1","1018-5312_t_tx1","4",2,2,23.5992623359588,23.5089841334641,NA,0.90701970353942,-0.0902782024947726,0,0,0.0423832784906234
"1020-6081_t_tx3","1020-6081_t_tx3;tr|A0A420QV94|A0A420QV94_FUSOX;tr|A0A420RBS9|A0A420RBS9_FUSOX;tr|A0A420PWP3|A0A420PWP3_FUSOX;tr|A0A420N8M2|A0A420N8M2_FUSOX;tr|A0A2H3U4E1|A0A2H3U4E1_FUSOX;5138-17742_t_tx1;tr|K3V5Z5|K3V5Z5_FUSPC;tr|A0A420NXL5|A0A420NXL5_FUSOX;tr|I1RDN4|I1RDN4_GIBZE;tr|A0A420SII8|A0A420SII8_FUSOX;tr|A0A420QUT7|A0A420QUT7_FUSOX;tr|A0A2H3SZB6|A0A2H3SZB6_FUSOX","5;1;1;1;1;1;1;1;1;1;1;1;1",3,3,21.979461980608,25.7435015113711,1,0.0117232955762927,3.76403953076301,1,0,1.93095028512613
"1021-14371_t_tx1","1021-14371_t_tx1;tr|A0A420U4S6|A0A420U4S6_FUSOX;tr|A0A420Q2F3|A0A420Q2F3_FUSOX;tr|A0A420N3K7|A0A420N3K7_FUSOX;tr|A0A2H3U5D8|A0A2H3U5D8_FUSOX","7;1;1;1;1",3,3,25.1834004719807,25.2386586086477,1,0.875164949126501,0.0552581366669394,0,0,0.0579100844130389
"1021-14373_t_tx1;tr|A0A2H3TWW2|A0A2H3TWW2_FUSOX;tr|A0A420QR46|A0A420QR46_FUSOX;tr|A0A420Q2K5|A0A420Q2K5_FUSOX","1021-14373_t_tx1;tr|A0A2H3TWW2|A0A2H3TWW2_FUSOX;tr|A0A420QR46|A0A420QR46_FUSOX;tr|A0A420Q2K5|A0A420Q2K5_FUSOX;tr|A0A2H3T790|A0A2H3T790_FUSOX","29;12;12;12;0",3,3,32.3054876486565,32.1441216473525,1,0.752703590423374,-0.161366001303989,0,0,0.123376012360386
"1021-14375_t_tx1","1021-14375_t_tx1;tr|A0A420QQX8|A0A420QQX8_FUSOX;tr|A0A2H3TKS7|A0A2H3TKS7_FUSOX;tr|K3V8I2|K3V8I2_FUSPC","9;2;2;0",3,3,29.0393614210259,29.6545820496257,1,0.0998753718545849,0.615220628599829,0,0,1.00054159071581
"1021-14386_t_tx1;tr|A0A2H3TKV1|A0A2H3TKV1_FUSOX;tr|A0A420QR69|A0A420QR69_FUSOX","1021-14386_t_tx1;tr|A0A2H3TKV1|A0A2H3TKV1_FUSOX;tr|A0A420QR69|A0A420QR69_FUSOX","2;2;1",1,3,NA,NA,0.05067190234699,NA,NA,0,0,NA
