"Majority.protein.IDs","Protein.IDs","Peptide.counts..unique.","NObs_NoMineral","NObs_Mineral","Mean_NoMineral","Mean_Mineral","pvalue_Gtest_MvsNoM","pvalue_ANOVA_MvsNoM","Log2FC_MvsNoM","Flag_0.05_ANOVA_MvsNoM","Flag_0.05_Gtest_MvsNoM","Neg_Log10_pvalue"
"5855-15281_t_tx1","5855-15281_t_tx1","1",2,3,23.4316584105332,25.7380075782644,0.2076622768584,0.00835672216728029,2.30634916773119,1,0,2.077964036414
"5855-15282_t_tx1","5855-15282_t_tx1;tr|A0A420TLE8|A0A420TLE8_FUSOX;tr|A0A420QEF9|A0A420QEF9_FUSOX;tr|A0A420MTE7|A0A420MTE7_FUSOX;tr|A0A2H3TP68|A0A2H3TP68_FUSOX","21;6;6;6;6",2,3,28.0533998344025,28.9688545219215,0.2076622768584,0.677823237610257,0.915454687518995,0,0,0.168883546456275
"5855-15285_t_tx1","5855-15285_t_tx1;tr|A0A2H3U097|A0A2H3U097_FUSOX;tr|A0A420MTF2|A0A420MTF2_FUSOX;tr|A0A420QDV3|A0A420QDV3_FUSOX;tr|K3W0H9|K3W0H9_FUSPC;tr|A0A1C3YMU7|A0A1C3YMU7_GIBZE","16;5;5;4;1;1",3,3,25.2419995998781,24.0890307522176,1,0.484624979738771,-1.15296884766054,0,0,0.314594204141742
"5867-7289_t_tx1;tr|A0A420RY73|A0A420RY73_FUSOX;tr|A0A420R6I6|A0A420R6I6_FUSOX;tr|A0A420NP10|A0A420NP10_FUSOX;tr|A0A2H3SZ66|A0A2H3SZ66_FUSOX;tr|A0A420NKP3|A0A420NKP3_FUSOX","5867-7289_t_tx1;tr|A0A420RY73|A0A420RY73_FUSOX;tr|A0A420R6I6|A0A420R6I6_FUSOX;tr|A0A420NP10|A0A420NP10_FUSOX;tr|A0A2H3SZ66|A0A2H3SZ66_FUSOX;tr|A0A420NKP3|A0A420NKP3_FUSOX;tr|K3VLU8|K3VLU8_FUSPC;tr|I1RZX0|I1RZX0_GIBZE;tr|A0A420P073|A0A420P073_FUSOX","7;6;6;6;6;5;2;2;1",3,3,25.3585113125526,24.0298876873243,1,0.111798266908014,-1.3286236252283,0,0,0.951564928812028
"5887-2627_t_tx1;tr|A0A420SP19|A0A420SP19_FUSOX;tr|A0A2H3SVK6|A0A2H3SVK6_FUSOX","5887-2627_t_tx1;tr|A0A420SP19|A0A420SP19_FUSOX;tr|A0A2H3SVK6|A0A2H3SVK6_FUSOX","2;1;1",3,1,NA,NA,0.05067190234699,NA,NA,0,0,NA
"5889-16285_t_tx1;tr|K3VV89|K3VV89_FUSPC;tr|I1RSV0|I1RSV0_GIBZE;tr|A0A2H3TMY5|A0A2H3TMY5_FUSOX","5889-16285_t_tx1;tr|K3VV89|K3VV89_FUSPC;tr|I1RSV0|I1RSV0_GIBZE;tr|A0A2H3TMY5|A0A2H3TMY5_FUSOX","11;8;8;8",3,3,28.1220882938047,27.308112062423,1,0.320436289113565,-0.813976231381758,0,0,0.494258306353939
"5889-16286_t_tx1;tr|A0A420T006|A0A420T006_FUSOX;tr|A0A420REH6|A0A420REH6_FUSOX;tr|A0A420MW84|A0A420MW84_FUSOX;tr|A0A2H3TET7|A0A2H3TET7_FUSOX;tr|K3VUP6|K3VUP6_FUSPC;tr|I1RSV2|I1RSV2_GIBZE","5889-16286_t_tx1;tr|A0A420T006|A0A420T006_FUSOX;tr|A0A420REH6|A0A420REH6_FUSOX;tr|A0A420MW84|A0A420MW84_FUSOX;tr|A0A2H3TET7|A0A2H3TET7_FUSOX;tr|K3VUP6|K3VUP6_FUSPC;tr|I1RSV2|I1RSV2_GIBZE","46;37;37;36;34;29;27",3,3,28.9145329804856,28.2383027017244,1,0.161099467798463,-0.676230278761139,0,0,0.792905894295694
"5909-10123_t_tx1","5909-10123_t_tx1;tr|A0A420Q4B3|A0A420Q4B3_FUSOX;tr|K3VMN4|K3VMN4_FUSPC;sp|Q4ICI6|SVF1_GIBZE","10;0;0;0",3,3,28.9953804623735,27.3485040407829,1,0.0692570548677003,-1.64687642159064,0,0,1.1595359806165
"5920-18567_t_tx1;tr|A0A420QK83|A0A420QK83_FUSOX;tr|A0A2H3TJF8|A0A2H3TJF8_FUSOX;tr|K3W2A3|K3W2A3_FUSPC;tr|I1RQ76|I1RQ76_GIBZE","5920-18567_t_tx1;tr|A0A420QK83|A0A420QK83_FUSOX;tr|A0A2H3TJF8|A0A2H3TJF8_FUSOX;tr|K3W2A3|K3W2A3_FUSPC;tr|I1RQ76|I1RQ76_GIBZE;tr|A0A125RK98|A0A125RK98_9HYPO","14;10;10;7;7;6",3,1,NA,NA,0.05067190234699,NA,NA,0,0,NA
"5920-18571_t_tx1;tr|A0A2H3T832|A0A2H3T832_FUSOX;tr|A0A420RFE9|A0A420RFE9_FUSOX;tr|A0A420MS34|A0A420MS34_FUSOX","5920-18571_t_tx1;tr|A0A2H3T832|A0A2H3T832_FUSOX;tr|A0A420RFE9|A0A420RFE9_FUSOX;tr|A0A420MS34|A0A420MS34_FUSOX;tr|K3W2A4|K3W2A4_FUSPC;tr|I1RQ81|I1RQ81_GIBZE","18;10;10;10;6;6",3,3,28.0857777487296,26.9211234085226,1,0.0202969612576044,-1.16465434020702,-1,0,1.69256897725127
"5920-18578_t_tx1","5920-18578_t_tx1;tr|A0A420TH89|A0A420TH89_FUSOX;tr|A0A420RFW2|A0A420RFW2_FUSOX;tr|A0A2H3TGM0|A0A2H3TGM0_FUSOX;tr|K3VPP0|K3VPP0_FUSPC;tr|I1RQ88|I1RQ88_GIBZE","5;2;2;2;1;1",3,1,NA,NA,0.05067190234699,NA,NA,0,0,NA
"5920-18591_t_tx1;tr|A0A420QK93|A0A420QK93_FUSOX;tr|A0A420N718|A0A420N718_FUSOX;tr|A0A2H3T848|A0A2H3T848_FUSOX","5920-18591_t_tx1;tr|A0A420QK93|A0A420QK93_FUSOX;tr|A0A420N718|A0A420N718_FUSOX;tr|A0A2H3T848|A0A2H3T848_FUSOX","2;1;1;1",2,3,22.9620609278803,23.3417871249514,0.2076622768584,0.603077467303178,0.37972619707115,0,0,0.219626897708293
"5920-18593_t_tx1;tr|A0A420N732|A0A420N732_FUSOX;tr|A0A2H3TB71|A0A2H3TB71_FUSOX;tr|K3VF81|K3VF81_FUSPC;tr|A0A420TH50|A0A420TH50_FUSOX","5920-18593_t_tx1;tr|A0A420N732|A0A420N732_FUSOX;tr|A0A2H3TB71|A0A2H3TB71_FUSOX;tr|K3VF81|K3VF81_FUSPC;tr|A0A420TH50|A0A420TH50_FUSOX;tr|V6R9T8|V6R9T8_GIBZE;tr|A0A420RFL8|A0A420RFL8_FUSOX","39;21;21;21;21;19;18",3,3,29.2977786015142,30.1751585014694,1,0.148193252393501,0.877379899955141,0,0,0.829171570411906
"5922-11434_t_tx1;tr|K3VDG1|K3VDG1_FUSPC","5922-11434_t_tx1;tr|K3VDG1|K3VDG1_FUSPC","8;2",3,3,28.7742515995096,26.965229034414,1,0.0968319635433703,-1.80902256509563,0,0,1.01398126150206
"5922-11435_t_tx1;tr|A0A2H3TLN0|A0A2H3TLN0_FUSOX","5922-11435_t_tx1;tr|A0A2H3TLN0|A0A2H3TLN0_FUSOX;tr|K3UJD7|K3UJD7_FUSPC;tr|A0A098DGQ1|A0A098DGQ1_GIBZE","12;9;3;2",3,3,24.4741260220594,30.3214831934458,1,0.00274622450045656,5.84735717138635,1,0,2.56126396261123
"5922-11441_t_tx1;tr|A0A420RU53|A0A420RU53_FUSOX;tr|A0A420SAE2|A0A420SAE2_FUSOX;tr|A0A420MNV2|A0A420MNV2_FUSOX;tr|A0A2H3TDF9|A0A2H3TDF9_FUSOX","5922-11441_t_tx1;tr|A0A420RU53|A0A420RU53_FUSOX;tr|A0A420SAE2|A0A420SAE2_FUSOX;tr|A0A420MNV2|A0A420MNV2_FUSOX;tr|A0A2H3TDF9|A0A2H3TDF9_FUSOX;tr|I1RWN7|I1RWN7_GIBZE;tr|K3VZA8|K3VZA8_FUSPC","5;4;4;4;4;2;1",2,2,23.0365396610287,22.661918702464,NA,0.839668167089445,-0.374620958564645,0,0,0.0758923111698411
"5922-11444_t_tx1;tr|A0A2H3TPD6|A0A2H3TPD6_FUSOX;tr|V6RRM0|V6RRM0_GIBZE;tr|K3VDF4|K3VDF4_FUSPC","5922-11444_t_tx1;tr|A0A2H3TPD6|A0A2H3TPD6_FUSOX;tr|V6RRM0|V6RRM0_GIBZE;tr|K3VDF4|K3VDF4_FUSPC","42;37;29;29",3,3,32.1016101626379,31.9187112221004,1,0.490095426433335,-0.18289894053753,0,0,0.309719350301149
"5922-11447_t_tx1;tr|A0A420RUN2|A0A420RUN2_FUSOX;tr|A0A420MLL8|A0A420MLL8_FUSOX;tr|A0A2H3TD38|A0A2H3TD38_FUSOX","5922-11447_t_tx1;tr|A0A420RUN2|A0A420RUN2_FUSOX;tr|A0A420MLL8|A0A420MLL8_FUSOX;tr|A0A2H3TD38|A0A2H3TD38_FUSOX;tr|I1RWN4|I1RWN4_GIBZE;tr|K3U9Y8|K3U9Y8_FUSPC","13;10;10;10;5;5",3,3,26.2374444662543,24.4359209957499,1,0.060261866088541,-1.80152347050445,0,0,1.21995742395028
"5922-11453_t_tx1;tr|A0A420N0I8|A0A420N0I8_FUSOX;tr|A0A2H3TXH8|A0A2H3TXH8_FUSOX","5922-11453_t_tx1;tr|A0A420N0I8|A0A420N0I8_FUSOX;tr|A0A2H3TXH8|A0A2H3TXH8_FUSOX","42;28;28",3,3,29.668557373115,28.1659132933567,1,0.0429954269929079,-1.5026440797583,-1,0,1.36657773366133
"5922-11455_t_tx1;tr|A0A420SAI7|A0A420SAI7_FUSOX;tr|A0A420RUR7|A0A420RUR7_FUSOX;tr|A0A420N0C4|A0A420N0C4_FUSOX;tr|A0A2H3TLQ1|A0A2H3TLQ1_FUSOX","5922-11455_t_tx1;tr|A0A420SAI7|A0A420SAI7_FUSOX;tr|A0A420RUR7|A0A420RUR7_FUSOX;tr|A0A420N0C4|A0A420N0C4_FUSOX;tr|A0A2H3TLQ1|A0A2H3TLQ1_FUSOX;tr|K3V8A6|K3V8A6_FUSPC;tr|I1RWM7|I1RWM7_GIBZE","6;4;4;4;4;2;2",3,1,NA,NA,0.05067190234699,NA,NA,0,0,NA
"5946-5149_t_tx1","5946-5149_t_tx1;tr|A0A420Q4L1|A0A420Q4L1_FUSOX;tr|A0A420TFK1|A0A420TFK1_FUSOX;tr|A0A420RXG9|A0A420RXG9_FUSOX;tr|A0A420N823|A0A420N823_FUSOX;tr|A0A2H3TIA9|A0A2H3TIA9_FUSOX","19;3;1;1;1;1",3,2,26.0547597602856,29.1446321500232,0.2076622768584,0.0556630466891761,3.08987238973756,0,0,1.25443302645894
"5946-5151_t_tx1","5946-5151_t_tx1","7",3,3,24.1112340207452,26.1093971055141,1,0.150031806284408,1.99816308476888,0,0,0.823816662080874
"5946-5158_t_tx1","5946-5158_t_tx1","5",3,3,27.43535152705,28.1202397461138,1,0.289482869787234,0.684888219063787,0,0,0.53837713064809
"5946-5161_t_tx1","5946-5161_t_tx1;tr|A0A420RXZ3|A0A420RXZ3_FUSOX;tr|A0A420TF78|A0A420TF78_FUSOX;tr|A0A2H3T9V7|A0A2H3T9V7_FUSOX;tr|A0A420MC95|A0A420MC95_FUSOX","16;5;5;5;5",3,3,27.1044268777854,30.0010292442969,1,0.00160271068917963,2.89660236651153,1,0,2.79514486656199
"5947-12382_t_tx1","5947-12382_t_tx1;tr|A0A420RP47|A0A420RP47_FUSOX;tr|A0A420MTY6|A0A420MTY6_FUSOX;tr|A0A2H3TYD1|A0A2H3TYD1_FUSOX","5;2;2;2",3,3,27.195931846852,23.9144390660945,1,0.0265757325530989,-3.28149278075757,-1,0,1.57551475542616
"5947-12386_t_tx1","5947-12386_t_tx1;tr|A0A2H3TGX7|A0A2H3TGX7_FUSOX","4;1",3,3,25.5172387422817,23.7138666015665,1,0.0154333459624471,-1.8033721407152,-1,0,1.8115399083182
"5947-12391_t_tx1","5947-12391_t_tx1","2",2,2,25.3093930013691,22.3389376921474,NA,0.0563052494654965,-2.97045530922163,0,0,1.24945111300623
"5947-12394_t_tx1;tr|A0A420Q306|A0A420Q306_FUSOX;tr|A0A420MWX7|A0A420MWX7_FUSOX","5947-12394_t_tx1;tr|A0A420Q306|A0A420Q306_FUSOX;tr|A0A420MWX7|A0A420MWX7_FUSOX;tr|I1RW82|I1RW82_GIBZE;tr|K3W013|K3W013_FUSPC","16;0;0;0;0",3,3,30.4382018179762,30.8234315944126,1,0.572120133646691,0.385229776436379,0,0,0.242512768581471
"5962-18777_t_tx1","5962-18777_t_tx1;tr|A0A420P467|A0A420P467_FUSOX;tr|A0A420TS99|A0A420TS99_FUSOX;tr|A0A420R0E6|A0A420R0E6_FUSOX;tr|A0A2H3TEB5|A0A2H3TEB5_FUSOX","7;2;2;2;2",3,1,NA,NA,0.05067190234699,NA,NA,0,0,NA
"5962-18779_t_tx1;tr|A0A2H3TMX1|A0A2H3TMX1_FUSOX;tr|V6RKN5|V6RKN5_GIBZE;tr|K3UF38|K3UF38_FUSPC","5962-18779_t_tx1;tr|A0A2H3TMX1|A0A2H3TMX1_FUSOX;tr|V6RKN5|V6RKN5_GIBZE;tr|K3UF38|K3UF38_FUSPC","20;16;11;11",3,3,28.7997370219934,25.6662395259541,1,0.00684156734180082,-3.13349749603933,-1,0,2.16484439390567
"5977-17484_t_tx1","5977-17484_t_tx1;tr|A0A420NRM2|A0A420NRM2_FUSOX;tr|A0A2H3T6M3|A0A2H3T6M3_FUSOX;tr|A0A420S337|A0A420S337_FUSOX;tr|K3VTZ8|K3VTZ8_FUSPC;tr|A0A420TBX7|A0A420TBX7_FUSOX;tr|A0A420QXE4|A0A420QXE4_FUSOX;tr|A0A0E0RR40|A0A0E0RR40_GIBZE","17;8;8;7;7;7;7;5",3,3,26.1634512452339,24.5735444748963,1,0.300839296188638,-1.58990677033758,0,0,0.521665436021776
"5977-17488_t_tx1;tr|A0A420S3F9|A0A420S3F9_FUSOX;tr|A0A2H3SYL7|A0A2H3SYL7_FUSOX;tr|A0A420TC10|A0A420TC10_FUSOX","5977-17488_t_tx1;tr|A0A420S3F9|A0A420S3F9_FUSOX;tr|A0A2H3SYL7|A0A2H3SYL7_FUSOX;tr|A0A420TC10|A0A420TC10_FUSOX;tr|A0A1C3YI88|A0A1C3YI88_GIBZE;tr|K3W398|K3W398_FUSPC","37;22;22;21;17;16",3,3,26.7946207881509,27.8539299924877,1,0.290633699882812,1.05930920433681,0,0,0.536654029320216
"5977-17489_t_tx1;tr|A0A2H3SV47|A0A2H3SV47_FUSOX;tr|A0A420TBY3|A0A420TBY3_FUSOX;tr|A0A420NRN6|A0A420NRN6_FUSOX","5977-17489_t_tx1;tr|A0A2H3SV47|A0A2H3SV47_FUSOX;tr|A0A420TBY3|A0A420TBY3_FUSOX;tr|A0A420NRN6|A0A420NRN6_FUSOX;tr|A0A420S3L3|A0A420S3L3_FUSOX;tr|K3V1C7|K3V1C7_FUSPC;tr|A0A1C3YIT6|A0A1C3YIT6_GIBZE","8;4;4;4;3;1;1",3,3,25.1438814200106,24.556377316639,1,0.674362118730918,-0.587504103371554,0,0,0.171106833531881
"5977-17504_t_tx1;tr|A0A420TC13|A0A420TC13_FUSOX;tr|A0A2H3SV87|A0A2H3SV87_FUSOX","5977-17504_t_tx1;tr|A0A420TC13|A0A420TC13_FUSOX;tr|A0A2H3SV87|A0A2H3SV87_FUSOX;tr|A0A1C3YIB7|A0A1C3YIB7_GIBZE;tr|K3VTA9|K3VTA9_FUSPC","10;5;5;4;2",3,2,25.1781363950556,26.5589731176821,0.2076622768584,0.0292602023311911,1.38083672262647,1,0,1.53372267510011
"5977-17505_t_tx1;tr|A0A420S3Z0|A0A420S3Z0_FUSOX;tr|A0A420QX76|A0A420QX76_FUSOX;tr|A0A2H3SVW2|A0A2H3SVW2_FUSOX;tr|A0A420TC78|A0A420TC78_FUSOX;tr|A0A420NRL3|A0A420NRL3_FUSOX;tr|K3VW23|K3VW23_FUSPC;tr|A0A1C3YII1|A0A1C3YII1_GIBZE","5977-17505_t_tx1;tr|A0A420S3Z0|A0A420S3Z0_FUSOX;tr|A0A420QX76|A0A420QX76_FUSOX;tr|A0A2H3SVW2|A0A2H3SVW2_FUSOX;tr|A0A420TC78|A0A420TC78_FUSOX;tr|A0A420NRL3|A0A420NRL3_FUSOX;tr|K3VW23|K3VW23_FUSPC;tr|A0A1C3YII1|A0A1C3YII1_GIBZE","23;15;15;15;15;15;14;14",3,3,27.5801889249468,26.9099764546241,1,0.0583291631195548,-0.670212470322713,0,0,1.23411425458604
"5977-17509_t_tx1;tr|A0A2H3SV68|A0A2H3SV68_FUSOX;tr|A0A420NRM6|A0A420NRM6_FUSOX","5977-17509_t_tx1;tr|A0A2H3SV68|A0A2H3SV68_FUSOX;tr|A0A420NRM6|A0A420NRM6_FUSOX;tr|K3VTB3|K3VTB3_FUSPC;tr|I1RD51|I1RD51_GIBZE;tr|A0A420QX94|A0A420QX94_FUSOX;tr|A0A420TC28|A0A420TC28_FUSOX","5;4;3;2;2;2;2",2,3,24.7228027476209,25.0381456718749,0.2076622768584,0.74564506493877,0.315342924253972,0,0,0.127467852179292
"5978-16954_t_tx1;tr|K3VP26|K3VP26_FUSPC","5978-16954_t_tx1;tr|K3VP26|K3VP26_FUSPC;tr|I1RZ78|I1RZ78_GIBZE","11;1;1",3,3,27.306565332665,27.5435454848276,1,0.64513520238333,0.236980152162648,0,0,0.190349259789852
"5978-16962_t_tx1;tr|K3VKX4|K3VKX4_FUSPC;tr|I1S9U9|I1S9U9_GIBZE;tr|A0A2H3TH06|A0A2H3TH06_FUSOX","5978-16962_t_tx1;tr|K3VKX4|K3VKX4_FUSPC;tr|I1S9U9|I1S9U9_GIBZE;tr|A0A2H3TH06|A0A2H3TH06_FUSOX","17;14;14;14",3,3,27.1615608776736,28.8957259370731,1,0.0693226265840638,1.73416505939952,0,0,1.15912499054331
"5983-2731_t_tx1","5983-2731_t_tx1","12",3,3,26.3485963570305,28.2305341738176,1,0.20719346473354,1.88193781678715,0,0,0.683623947164848
"5988-12661_t_tx1","5988-12661_t_tx1;tr|A0A420Q6Q2|A0A420Q6Q2_FUSOX;tr|A0A420TKM8|A0A420TKM8_FUSOX;tr|A0A420QEQ5|A0A420QEQ5_FUSOX;tr|A0A420MIC3|A0A420MIC3_FUSOX;tr|A0A2H3TPS9|A0A2H3TPS9_FUSOX","8;3;3;3;3;3",3,0,NA,NA,0.0039259170936033,NA,NA,0,-1,NA
"5988-12674_t_tx1","5988-12674_t_tx1;tr|A0A420TL38|A0A420TL38_FUSOX;tr|A0A420PKR7|A0A420PKR7_FUSOX;tr|A0A420P7D9|A0A420P7D9_FUSOX;tr|A0A2H3TPN1|A0A2H3TPN1_FUSOX","1;0;0;0;0",2,2,23.1120282087005,24.8207913138571,NA,0.386378117646129,1.70876310515664,0,0,0.412987477636053
"6005-14354_t_tx1","6005-14354_t_tx1","9",3,3,26.2212707642675,26.0330284812577,1,0.924869139172588,-0.188242283009856,0,0,0.03391971175359
"6005-14363_t_tx1","6005-14363_t_tx1;tr|A0A420P866|A0A420P866_FUSOX;tr|A0A420MPT0|A0A420MPT0_FUSOX;tr|A0A2H3TS25|A0A2H3TS25_FUSOX","3;1;1;1",3,3,24.17428221934,23.2968126542141,1,0.206061215504513,-0.877469565125914,0,0,0.686003742706174
"6011-16185_t_tx1","6011-16185_t_tx1","3",3,0,NA,NA,0.0039259170936033,NA,NA,0,-1,NA
"6018-14877_t_tx1","6018-14877_t_tx1;tr|A0A420NTK1|A0A420NTK1_FUSOX;tr|A0A2H3SYT5|A0A2H3SYT5_FUSOX;tr|K3V2M0|K3V2M0_FUSPC;tr|I1REV1|I1REV1_GIBZE","28;6;6;3;3",3,3,28.9870820632422,30.328632084257,1,0.0785522200962909,1.34155002101484,0,0,1.10484153612441
"6049-8503_t_tx1","6049-8503_t_tx1;tr|A0A2H3SM47|A0A2H3SM47_FUSOX;tr|A0A420P485|A0A420P485_FUSOX;tr|A0A420RJZ6|A0A420RJZ6_FUSOX;tr|A0A420TDD3|A0A420TDD3_FUSOX;tr|A0A420MUL3|A0A420MUL3_FUSOX;tr|I1RLE8|I1RLE8_GIBZE;tr|K3VWK5|K3VWK5_FUSPC;tr|A0A420TDC5|A0A420TDC5_FUSOX","7;3;3;3;2;2;2;2;1",1,3,NA,NA,0.05067190234699,NA,NA,0,0,NA
"6049-8511_t_tx1","6049-8511_t_tx1;tr|A0A420TDV8|A0A420TDV8_FUSOX;tr|A0A420P476|A0A420P476_FUSOX;tr|A0A420RJV8|A0A420RJV8_FUSOX;tr|A0A420MUJ5|A0A420MUJ5_FUSOX;tr|A0A2H3TSN4|A0A2H3TSN4_FUSOX;tr|A0A2H3SI45|A0A2H3SI45_FUSOX;tr|K3W123|K3W123_FUSPC;tr|I1RHV9|I1RHV9_GIBZE","10;4;4;3;2;1;1;1;1",2,3,24.8031034157898,25.7954218396019,0.2076622768584,0.671508245142668,0.992318423812147,0,0,0.172948650459183
"6049-8514_t_tx1","6049-8514_t_tx1;tr|A0A420MUG9|A0A420MUG9_FUSOX;tr|A0A420TE35|A0A420TE35_FUSOX;tr|A0A420RJG5|A0A420RJG5_FUSOX;tr|A0A420P475|A0A420P475_FUSOX;tr|A0A2H3SJ69|A0A2H3SJ69_FUSOX","11;3;3;3;3;3",3,3,25.0392537947349,27.1185445347274,1,0.0922421792934553,2.07929073999256,0,0,1.03507044504617
"6049-8515_t_tx1;tr|A0A2H3SZX8|A0A2H3SZX8_FUSOX;tr|A0A420MUK3|A0A420MUK3_FUSOX","6049-8515_t_tx1;tr|A0A2H3SZX8|A0A2H3SZX8_FUSOX;tr|A0A420MUK3|A0A420MUK3_FUSOX","12;10;9",3,3,29.7638711158782,31.2062797955896,1,0.0691845400479167,1.44240867971147,0,0,1.15999094198829
"6078-10639_t_tx1","6078-10639_t_tx1","8",3,3,25.2866744301665,27.9615318151191,1,0.082636979291423,2.67485738495256,0,0,1.08282556638005
"6078-10640_t_tx1;tr|A0A420TGZ2|A0A420TGZ2_FUSOX;tr|A0A420N129|A0A420N129_FUSOX;tr|A0A2H3TT38|A0A2H3TT38_FUSOX","6078-10640_t_tx1;tr|A0A420TGZ2|A0A420TGZ2_FUSOX;tr|A0A420N129|A0A420N129_FUSOX;tr|A0A2H3TT38|A0A2H3TT38_FUSOX","2;1;1;1",2,3,22.6095023176682,22.3033704100733,0.2076622768584,0.688040931943211,-0.306131907594892,0,0,0.162385724572204
"6078-10641_t_tx1;tr|A0A420N140|A0A420N140_FUSOX;tr|A0A2H3TJV9|A0A2H3TJV9_FUSOX","6078-10641_t_tx1;tr|A0A420N140|A0A420N140_FUSOX;tr|A0A2H3TJV9|A0A2H3TJV9_FUSOX;tr|I1RZ91|I1RZ91_GIBZE;tr|K3VLP7|K3VLP7_FUSPC","27;22;22;10;9",3,3,27.6761979035569,25.8678242522746,1,0.0511517914435994,-1.80837365128225,0,0,1.29113915177693
"6078-10642_t_tx1;tr|A0A2H3TH15|A0A2H3TH15_FUSOX;tr|A0A420TH12|A0A420TH12_FUSOX","6078-10642_t_tx1;tr|A0A2H3TH15|A0A2H3TH15_FUSOX;tr|A0A420TH12|A0A420TH12_FUSOX;tr|K3W1A4|K3W1A4_FUSPC;tr|I1RZ92|I1RZ92_GIBZE","19;17;15;7;7",3,3,28.7195887639425,28.8269849027476,1,0.617044788569462,0.107396138805139,0,0,0.209683311294788
"6078-10644_t_tx1","6078-10644_t_tx1;tr|A0A2H3T8I9|A0A2H3T8I9_FUSOX","3;1",3,2,23.8576139858325,24.4898318176875,0.2076622768584,0.116211158329726,0.632217831855002,0,0,0.934752169980379
"6085-12176_t_tx1","6085-12176_t_tx1","1",3,0,NA,NA,0.0039259170936033,NA,NA,0,-1,NA
"6085-12177_t_tx1","6085-12177_t_tx1;tr|K3USU9|K3USU9_FUSPC;tr|A0A1C3YJZ7|A0A1C3YJZ7_GIBZE;tr|A0A420RIZ4|A0A420RIZ4_FUSOX;tr|A0A420PQ48|A0A420PQ48_FUSOX;tr|A0A420MTV7|A0A420MTV7_FUSOX;tr|A0A2H3T1A2|A0A2H3T1A2_FUSOX","7;3;3;2;2;2;2",3,0,NA,NA,0.0039259170936033,NA,NA,0,-1,NA
"6085-12182_t_tx1;tr|A0A420RIY2|A0A420RIY2_FUSOX;tr|A0A420PQ96|A0A420PQ96_FUSOX;tr|A0A420MTR0|A0A420MTR0_FUSOX;tr|A0A2H3T0N1|A0A2H3T0N1_FUSOX","6085-12182_t_tx1;tr|A0A420RIY2|A0A420RIY2_FUSOX;tr|A0A420PQ96|A0A420PQ96_FUSOX;tr|A0A420MTR0|A0A420MTR0_FUSOX;tr|A0A2H3T0N1|A0A2H3T0N1_FUSOX","4;3;3;3;2",3,1,NA,NA,0.05067190234699,NA,NA,0,0,NA
"6085-12184_t_tx1;tr|A0A420NMT0|A0A420NMT0_FUSOX;tr|A0A2H3T0L3|A0A2H3T0L3_FUSOX;tr|A0A098E4T8|A0A098E4T8_GIBZE;tr|K3W1A6|K3W1A6_FUSPC;tr|A0A420MTQ0|A0A420MTQ0_FUSOX","6085-12184_t_tx1;tr|A0A420NMT0|A0A420NMT0_FUSOX;tr|A0A2H3T0L3|A0A2H3T0L3_FUSOX;tr|A0A098E4T8|A0A098E4T8_GIBZE;tr|K3W1A6|K3W1A6_FUSPC;tr|A0A420MTQ0|A0A420MTQ0_FUSOX","50;33;33;30;28;28",3,3,32.0012115856182,31.0280321634287,1,0.101917952372713,-0.973179422189439,0,0,0.99174931030469
"6110-17061_t_tx1;tr|A0A2H3SXQ9|A0A2H3SXQ9_FUSOX","6110-17061_t_tx1;tr|A0A2H3SXQ9|A0A2H3SXQ9_FUSOX;tr|K3VU84|K3VU84_FUSPC;tr|I1RCF3|I1RCF3_GIBZE","12;7;2;2",2,3,22.587313784769,27.8558526214527,0.2076622768584,0.0765756384175226,5.26853883668371,0,0,1.11590937375676
"6110-17063_t_tx1;tr|A0A420NKJ8|A0A420NKJ8_FUSOX;tr|A0A2H3SUC1|A0A2H3SUC1_FUSOX;tr|A0A420MME3|A0A420MME3_FUSOX","6110-17063_t_tx1;tr|A0A420NKJ8|A0A420NKJ8_FUSOX;tr|A0A2H3SUC1|A0A2H3SUC1_FUSOX;tr|A0A420MME3|A0A420MME3_FUSOX;tr|V6R3U5|V6R3U5_GIBZE;tr|K3W3H0|K3W3H0_FUSPC","8;5;5;4;2;2",3,1,NA,NA,0.05067190234699,NA,NA,0,0,NA
"6110-17065_t_tx1;tr|K3VU88|K3VU88_FUSPC;tr|I1RCF0|I1RCF0_GIBZE;tr|A0A420R6Z7|A0A420R6Z7_FUSOX;tr|A0A420NKH3|A0A420NKH3_FUSOX;tr|A0A2H3T2X3|A0A2H3T2X3_FUSOX","6110-17065_t_tx1;tr|K3VU88|K3VU88_FUSPC;tr|I1RCF0|I1RCF0_GIBZE;tr|A0A420R6Z7|A0A420R6Z7_FUSOX;tr|A0A420NKH3|A0A420NKH3_FUSOX;tr|A0A2H3T2X3|A0A2H3T2X3_FUSOX;tr|A0A420MMD7|A0A420MMD7_FUSOX","8;5;4;4;4;4;3",3,3,22.8633312491437,24.3838095093333,1,0.199676369220416,1.52047826018954,0,0,0.699673328841992
