"Majority.protein.IDs","no_mineral_MPLEx_01","no_mineral_MPLEx_02","no_mineral_MPLEx_03","mineral_MPLEx_01","mineral_MPLEx_02","mineral_MPLEx_03"
"1242-5121_t_tx1;tr|A0A2H3TFA0|A0A2H3TFA0_FUSOX;tr|A0A420QYQ9|A0A420QYQ9_FUSOX;tr|A0A420NDH4|A0A420NDH4_FUSOX;tr|A0A420QE21|A0A420QE21_FUSOX;sp|Q4I7K4|DED1_GIBZE;tr|K3VX03|K3VX03_FUSPC",28.0820792629699,28.6077102916069,28.0077404587903,25.3801111523065,24.8137556224235,27.4425520236784
"tr|A0A2H3TNF5|A0A2H3TNF5_FUSOX;1242-5122_t_tx1",27.8386748669625,27.3244531815216,27.9172825166489,28.3757759939727,27.8842814463688,27.4471436731332
"1242-5125_t_tx1;tr|A0A2H3TJK5|A0A2H3TJK5_FUSOX",24.1955211031239,24.7757897407484,23.935100340881,22.428123998282,NA,23.1872020366975
"1242-5126_t_tx1;tr|A0A420QE94|A0A420QE94_FUSOX;tr|A0A420QYV9|A0A420QYV9_FUSOX;tr|A0A2H3T6W4|A0A2H3T6W4_FUSOX;tr|A0A420ST27|A0A420ST27_FUSOX",26.8900063929264,27.0323723556992,26.4993804525011,25.4716470229411,NA,26.4739949187931
"1242-5127_t_tx1;tr|A0A2H3T3T7|A0A2H3T3T7_FUSOX;tr|A0A420QYW4|A0A420QYW4_FUSOX",28.346491704422,27.536289079345,28.1698635023465,27.4641097721475,23.8667593974731,28.3646006103734
"1242-5129_t_tx1;tr|A0A420QYV5|A0A420QYV5_FUSOX;tr|A0A2H3T3Q8|A0A2H3T3Q8_FUSOX;tr|K3V840|K3V840_FUSPC;tr|A0A1C3YL39|A0A1C3YL39_GIBZE",26.698789330626,26.720289265999,26.2547041714104,26.0838891846423,26.5367055291869,25.7359849893962
"tr|A0A2H3TF90|A0A2H3TF90_FUSOX;1242-5130_t_tx1",26.6395286877586,25.0694338969914,26.9850582024097,25.2181036179417,26.9146502207756,25.2166908827412
"1242-5139_t_tx1;tr|K3VX07|K3VX07_FUSPC;tr|I1RRQ1|I1RRQ1_GIBZE;tr|A0A2H3TCC0|A0A2H3TCC0_FUSOX",23.6246716057644,23.1659761246797,22.96119158503,24.7759265510676,24.3757956620601,23.3521041280676
"1242-580_t_tx1;tr|A0A420NDP6|A0A420NDP6_FUSOX;tr|A0A420P808|A0A420P808_FUSOX;tr|A0A420T2U6|A0A420T2U6_FUSOX;tr|A0A420PWI7|A0A420PWI7_FUSOX;tr|A0A420N1E9|A0A420N1E9_FUSOX;tr|A0A2H3T1P0|A0A2H3T1P0_FUSOX",22.3252229042055,22.2752162901096,22.9811477084005,NA,NA,23.7532629808281
"1243-12886_t_tx1;tr|A0A420STW1|A0A420STW1_FUSOX;tr|A0A420R242|A0A420R242_FUSOX;tr|A0A420N5Y9|A0A420N5Y9_FUSOX;tr|A0A2H3TDI9|A0A2H3TDI9_FUSOX;tr|A0A420QYF6|A0A420QYF6_FUSOX",25.376643494186,24.2211097296792,24.6656222041799,26.4053552252111,26.6193193000075,26.7812294388696
"1243-12891_t_tx1;tr|A0A420QYB1|A0A420QYB1_FUSOX;tr|A0A2H3TDH2|A0A2H3TDH2_FUSOX;tr|A0A420R292|A0A420R292_FUSOX",24.8789118255278,23.0274149736156,24.6628201377966,24.7418899008296,23.9751321305478,24.7422456693321
"1243-12892_t_tx1;tr|A0A420QYB2|A0A420QYB2_FUSOX;tr|A0A420STY8|A0A420STY8_FUSOX;tr|A0A2H3TDS5|A0A2H3TDS5_FUSOX",26.580567780933,NA,22.0106548662044,23.8033376677507,25.2128781955774,26.1691678652889
"1243-12894_t_tx1;tr|A0A2H3TGF0|A0A2H3TGF0_FUSOX;tr|A0A420STW9|A0A420STW9_FUSOX;tr|A0A420R2B2|A0A420R2B2_FUSOX;tr|A0A420QY90|A0A420QY90_FUSOX",28.0640502394584,26.4842429590849,26.273943471247,26.7020554289779,28.2662087623254,27.7045129386005
"1243-12904_t_tx1;tr|A0A2H3TGE0|A0A2H3TGE0_FUSOX;tr|I1RWE8|I1RWE8_GIBZE;tr|A0A420R208|A0A420R208_FUSOX;tr|A0A420QY88|A0A420QY88_FUSOX;tr|K3VKB0|K3VKB0_FUSPC;tr|A0A420STQ5|A0A420STQ5_FUSOX",27.8509617558947,27.8911387323221,27.4968983959045,27.1382403745606,27.2960932126971,28.1255020716918
"1243-12905_t_tx1;tr|A0A420N5X1|A0A420N5X1_FUSOX;tr|A0A2H3TDE5|A0A2H3TDE5_FUSOX",26.1797441408739,26.1857918322608,26.2438160407651,23.2314035964651,NA,23.1587649763325
"1243-12909_t_tx1;tr|A0A420STL5|A0A420STL5_FUSOX;tr|A0A2H3TPN5|A0A2H3TPN5_FUSOX",27.2082344408578,26.9364915374609,27.7349096139213,27.6052518729608,26.2373570737017,27.8809008763166
"1243-12910_t_tx1;tr|A0A420QY97|A0A420QY97_FUSOX;tr|A0A2H3TXR9|A0A2H3TXR9_FUSOX;tr|A0A420STU3|A0A420STU3_FUSOX;sp|Q4I2D7|CAPZA_GIBZE",28.5947816401527,28.6644999113772,28.5302534439996,27.1234544691912,24.9668475948869,28.090123068749
"1243-12916_t_tx1;tr|A0A420N5Q6|A0A420N5Q6_FUSOX;tr|A0A420QYH8|A0A420QYH8_FUSOX;tr|A0A2H3TDC4|A0A2H3TDC4_FUSOX;tr|I1RWF9|I1RWF9_GIBZE;tr|K3VHY9|K3VHY9_FUSPC",27.8995941256235,27.4177016851005,27.7255763085997,28.4518926053922,28.6068242811225,28.2319383903487
"1243-12917_t_tx1;tr|A0A420SU28|A0A420SU28_FUSOX;tr|A0A2H3TDF7|A0A2H3TDF7_FUSOX",29.3361397621022,30.4554775478047,28.7795430748343,25.753335317476,25.4630822763528,28.0783319439759
"1243-12918_t_tx1",22.0150761355796,23.0014563576212,NA,24.1770606818286,NA,23.3757109366362
"1243-2768_t_tx1;tr|A0A420PSL0|A0A420PSL0_FUSOX;tr|A0A420MXT2|A0A420MXT2_FUSOX;tr|A0A2H3STM7|A0A2H3STM7_FUSOX;tr|A0A420RMS4|A0A420RMS4_FUSOX",27.9901069874028,28.5149154285524,27.9404532924326,28.8216990119294,28.3732415309277,28.2518109738726
"1243-2769_t_tx1;tr|A0A2H3SUB5|A0A2H3SUB5_FUSOX;tr|K3VYT9|K3VYT9_FUSPC;tr|I1RBS6|I1RBS6_GIBZE",29.9973044558068,30.0574962260429,30.2314398665132,29.4068600839622,29.0779498332849,30.2711028104914
"1243-2770_t_tx1;tr|A0A420MXQ6|A0A420MXQ6_FUSOX;tr|A0A2H3T9Y7|A0A2H3T9Y7_FUSOX",26.9545641256786,27.102787637178,26.3579015136052,27.7963819921995,26.5309629323339,26.8287904042276
"tr|K3VBP9|K3VBP9_FUSPC;tr|I1RBS4|I1RBS4_GIBZE;tr|A0A2H3SWZ5|A0A2H3SWZ5_FUSOX;1243-2771_t_tx1",31.1922650446624,30.9959093664079,30.6365833482378,31.2348129889495,31.1876647650333,31.6670288971683
"tr|K3VEV2|K3VEV2_FUSPC;tr|I1RBS3|I1RBS3_GIBZE;1243-2772_t_tx1",25.8611921092217,25.9130020078037,25.1083489164007,24.8846898419192,NA,25.7499666125485
"1243-2776_t_tx1",26.5062133701142,25.9764732229524,26.6875003317228,27.4438351267341,26.7965358489603,27.0846521804704
"1243-2777_t_tx1;tr|A0A2H3TDF4|A0A2H3TDF4_FUSOX",31.239552744227,31.0200911144315,31.0218368020765,31.4562163699898,29.8913081447929,31.2886058374482
"1243-4700_t_tx1;tr|A0A420MKN7|A0A420MKN7_FUSOX;tr|A0A2H3UBM4|A0A2H3UBM4_FUSOX;tr|A0A420Q5C7|A0A420Q5C7_FUSOX;tr|A0A420NZE0|A0A420NZE0_FUSOX;tr|A0A420S2C5|A0A420S2C5_FUSOX",23.2602142796908,22.407332722662,24.6751672720946,21.8018646550861,NA,24.2038115209047
"1243-4704_t_tx1",25.9402290939918,25.5948875576259,27.014639574185,25.8840623723859,25.7438658072385,26.4067170060503
"1243-4705_t_tx1",28.0772116279875,28.3222257686338,28.5322243736903,28.368708556248,28.0337182040323,28.4110291545101
"1243-4706_t_tx3",28.7926076794264,29.4367081067252,29.0265409928844,28.2457192813685,27.4349777947146,27.7914342208756
"tr|A0A2H3TSC7|A0A2H3TSC7_FUSOX;1243-7380_t_tx1;tr|K3V5M9|K3V5M9_FUSPC;tr|A0A1C3YJG3|A0A1C3YJG3_GIBZE",23.4028495323464,21.2160204204343,23.8967021726323,25.3147758654784,25.8135098969781,22.1726366365822
"1243-7382_t_tx1;tr|A0A420R699|A0A420R699_FUSOX;tr|A0A2H3TG90|A0A2H3TG90_FUSOX",21.9887241210011,NA,22.7121292424155,27.5359523311271,28.0347726130256,24.6524045738795
"1243-7386_t_tx1;tr|A0A2H3T7S2|A0A2H3T7S2_FUSOX;tr|K3V5M5|K3V5M5_FUSPC",28.937217780807,30.222144650459,29.027436998876,28.5640016227255,28.9862718431451,28.7843391037496
"1243-7388_t_tx1;tr|A0A420Q485|A0A420Q485_FUSOX;tr|A0A2H3TNF1|A0A2H3TNF1_FUSOX;tr|K3VX99|K3VX99_FUSPC;tr|A0A0E0SNZ9|A0A0E0SNZ9_GIBZE",26.9935820305128,27.3298293322418,26.8369053135533,22.268154587323,24.1105183046377,26.1080601991659
"1243-962_t_tx1",24.1458469924497,24.6270039207119,24.7748297875587,24.6022377040616,22.6945826474218,23.0399515486856
"tr|A0A420STR5|A0A420STR5_FUSOX;tr|A0A2H3TXX3|A0A2H3TXX3_FUSOX;1243-965_t_tx1",21.1896276969015,21.6429635504503,NA,23.3003032320885,23.5831442231094,22.4746679342775
"1244-106_t_tx1;tr|A0A2H3TLL5|A0A2H3TLL5_FUSOX;tr|A0A1C3YN47|A0A1C3YN47_GIBZE",22.5986037913189,24.1239548677065,23.3356419744362,23.908614180367,NA,22.3221498102408
"1244-107_t_tx1;tr|A0A2H3TV03|A0A2H3TV03_FUSOX;tr|A0A420SHL0|A0A420SHL0_FUSOX",31.2822350223016,30.6372269476711,31.5345834196346,30.455256652648,31.2476285488946,31.7510810931299
"1244-12326_t_tx1;tr|A0A420MYQ9|A0A420MYQ9_FUSOX;tr|K3VTS6|K3VTS6_FUSPC;tr|I1S7S4|I1S7S4_GIBZE;tr|A0A420PBX2|A0A420PBX2_FUSOX;tr|A0A2H3SZU6|A0A2H3SZU6_FUSOX",23.5835056336679,22.6937794622318,22.0653741380804,NA,NA,NA
"1244-12327_t_tx1;tr|A0A2H3SZU5|A0A2H3SZU5_FUSOX",28.3526551017739,29.2361137068603,28.2522535252616,27.0000310576414,26.9187873252509,28.956375370535
"1244-12328_t_tx1;tr|A0A420Q403|A0A420Q403_FUSOX;tr|A0A2H3SZT8|A0A2H3SZT8_FUSOX;tr|K3VSY3|K3VSY3_FUSPC",28.3386881448542,28.5232973910065,28.6107982442831,26.391133297296,27.5377223936798,29.3858746733935
"1244-12332_t_tx1;tr|A0A420Q3W2|A0A420Q3W2_FUSOX;tr|A0A420MYR1|A0A420MYR1_FUSOX;tr|A0A2H3T0J2|A0A2H3T0J2_FUSOX",24.3690504087037,23.631587615313,22.7619876973017,26.5636810673584,28.0336303018211,23.2311271153139
"1244-12333_t_tx1;tr|A0A2H3SZW4|A0A2H3SZW4_FUSOX",28.7960039623617,27.746373886819,28.4659828796346,27.6809300371318,26.8912256763855,27.9976202621714
"tr|A0A420MW77|A0A420MW77_FUSOX;tr|K3V2X4|K3V2X4_FUSPC;tr|A0A1C3YL99|A0A1C3YL99_GIBZE;tr|A0A2H3T3Y9|A0A2H3T3Y9_FUSOX;1244-9369_t_tx1",26.8318964722037,27.2497730175756,27.5400310478155,27.7158088296876,27.4010368015634,27.701287664903
"1244-97_t_tx1;tr|A0A420S5W8|A0A420S5W8_FUSOX;tr|A0A2H3TV13|A0A2H3TV13_FUSOX",24.5222253951618,24.247267515335,25.1609286033116,24.8420340984092,25.141062796049,24.5883349653806
"1245-17593_t_tx1;tr|A0A2H3SN30|A0A2H3SN30_FUSOX",25.3445695075872,25.3592321657552,26.5076438171823,23.5728775892049,21.9728014078618,25.8590971951225
"1246-8250_t_tx1",23.4251062183393,24.2596120655525,24.959582144605,NA,NA,NA
"1246-8255_t_tx1",27.454998705538,26.8172378010632,27.7850211057667,28.2128208834451,29.6996363922333,28.3693983711916
"1246-8260_t_tx1",27.3921776481441,28.2614686215586,26.3816626770273,NA,22.4630405008807,26.3900253270291
"1246-8265_t_tx1;tr|A0A420ND36|A0A420ND36_FUSOX;tr|A0A2H3SVH7|A0A2H3SVH7_FUSOX",22.0761139568353,21.3590027123809,22.4531065675916,25.3416566850161,25.5738118498148,23.7500558026842
"tr|K3VE73|K3VE73_FUSPC;tr|A0A2H3TQ25|A0A2H3TQ25_FUSOX;tr|A0A1C3YM43|A0A1C3YM43_GIBZE;1246-9566_t_tx1",22.5152353972169,22.464810862276,22.3177524757838,NA,NA,NA
"1249-16671_t_tx1;tr|A0A420QVK7|A0A420QVK7_FUSOX;tr|A0A420MSH7|A0A420MSH7_FUSOX;tr|A0A2H3TM58|A0A2H3TM58_FUSOX",23.9962143268868,22.3505501324918,23.6720317099008,25.2705047591679,25.7163974698226,22.1680156861385
"1249-16672_t_tx1",28.3002685440199,26.1584844862651,28.0808254447468,27.1624341012866,28.1442578463709,28.5320640059222
"1249-16673_t_tx1",21.86784833261,22.5468277971939,NA,24.9180627778367,25.5020290623422,NA
"1249-461_t_tx1",NA,NA,NA,26.9077725497894,24.7713692516964,23.3775441042822
"1254-15848_t_tx1;tr|O74183|O74183_FUSOX;tr|A0A420U4U7|A0A420U4U7_FUSOX;tr|A0A2H3TKT4|A0A2H3TKT4_FUSOX;tr|K3VC34|K3VC34_FUSPC;tr|I1RKP5|I1RKP5_GIBZE",25.4585920842734,27.7881276079641,25.4403231481575,NA,NA,26.2111080993783
"1255-7553_t_tx1;tr|A0A420QW19|A0A420QW19_FUSOX;tr|A0A420MLY2|A0A420MLY2_FUSOX;tr|A0A2H3TGI0|A0A2H3TGI0_FUSOX;tr|A0A1C3YKG2|A0A1C3YKG2_GIBZE;tr|K3USY7|K3USY7_FUSPC",26.9060205818792,27.361455277519,25.8212341477886,23.3787998246734,22.5217369933747,26.9194786248256
"1256-17525_t_tx1",24.5512413722391,23.0485235113548,NA,25.1462787567074,25.715696345347,24.5828707097328
"1257-12252_t_tx1;tr|A0A420RV00|A0A420RV00_FUSOX;tr|A0A2H3TCX4|A0A2H3TCX4_FUSOX",NA,24.1725193302374,NA,23.3491489827328,24.1744225120356,22.4603774069778
"1257-12255_t_tx1",22.4981669076592,NA,23.5722770460431,30.979517596456,30.8022436031913,NA
"1257-12256_t_tx1;tr|A0A420TYV8|A0A420TYV8_FUSOX;tr|A0A420RUR2|A0A420RUR2_FUSOX;tr|A0A2H3TLC2|A0A2H3TLC2_FUSOX",26.2556432152277,25.8351573658076,26.2069845896339,25.0217940984522,NA,25.5770505507388
"1257-12262_t_tx1;tr|A0A2H3TCP3|A0A2H3TCP3_FUSOX;tr|A0A420RUU0|A0A420RUU0_FUSOX;tr|A0A420NSI5|A0A420NSI5_FUSOX",27.0201560693341,27.0589416782708,27.0919691894979,27.1335685469554,27.2610821858824,27.7380998835548
"1257-12269_t_tx1",26.8161931518832,26.8810352565774,26.7479104178518,23.8390940219059,23.5615732000276,26.0902287525209
"1257-12276_t_tx1;tr|A0A420NSH3|A0A420NSH3_FUSOX;tr|A0A2H3TX26|A0A2H3TX26_FUSOX;tr|K3VD32|K3VD32_FUSPC;tr|I1S968|I1S968_GIBZE",27.8581713373018,29.1426414337453,27.0599587945953,22.0815376272738,22.157613227704,28.1936497755062
"1258-7528_t_tx1;tr|A0A2H3TL02|A0A2H3TL02_FUSOX;tr|K3VJM1|K3VJM1_FUSPC;tr|I1RKK0|I1RKK0_GIBZE",28.029034695794,28.1366456385128,28.1887613136038,27.5891555396242,27.3030091903918,28.3073645178445
"1259-16819_t_tx3;tr|K3VVM7|K3VVM7_FUSPC;tr|I1RAM6|I1RAM6_GIBZE;tr|A0A2H3ST49|A0A2H3ST49_FUSOX;tr|A0A420TUG0|A0A420TUG0_FUSOX",27.4491431846203,27.2850138423599,27.1879280712263,26.9742679615763,27.7826063144665,26.8661640542968
"1259-16822_t_tx1",24.6058463553943,25.1981467400563,23.9235646096473,NA,NA,24.9572833921999
"tr|K3VVC7|K3VVC7_FUSPC;tr|A0A420R8Z0|A0A420R8Z0_FUSOX;tr|A0A2H3SS04|A0A2H3SS04_FUSOX;sp|Q4IPB8|PPIL3_GIBZE;1259-752_t_tx1",22.9004442278859,22.0383465810593,23.2209531777937,NA,NA,22.6607024373164
"1260-10239_t_tx1",NA,NA,NA,25.9969742200548,25.427397008481,22.9837990524998
"1262-10176_t_tx1;tr|A0A2H3T405|A0A2H3T405_FUSOX;tr|K3V501|K3V501_FUSPC;tr|I1RRV3|I1RRV3_GIBZE",28.6764086657102,27.9151317966541,28.7664219410772,30.2797556772661,27.8573180777287,28.7330700583617
"1262-10177_t_tx1;tr|A0A2H3T3W8|A0A2H3T3W8_FUSOX;tr|A0A420SSZ7|A0A420SSZ7_FUSOX;tr|V6REZ4|V6REZ4_GIBZE;tr|A0A420MYX0|A0A420MYX0_FUSOX;tr|K3VWZ0|K3VWZ0_FUSPC",27.5375531645013,26.0601183843346,27.4117303132631,27.0831438625795,25.320955228985,26.4250437332054
"1262-10179_t_tx1;tr|A0A2H3TFD9|A0A2H3TFD9_FUSOX;tr|K3V4H2|K3V4H2_FUSPC;tr|I1RRV1|I1RRV1_GIBZE",29.0636933622128,29.0607063776531,28.7551722117962,28.7859615319444,28.1570645946889,28.2435991654288
"1262-10181_t_tx1;tr|A0A2H3T3X0|A0A2H3T3X0_FUSOX;tr|I1RRU9|I1RRU9_GIBZE;tr|K3V505|K3V505_FUSPC",32.2923104093416,32.2367051450028,32.1216661881732,32.1071260537003,31.3318054169222,31.3893264271797
"1262-10182_t_tx1",NA,22.8897976888722,NA,23.0480745091292,23.5830673429281,22.4089443619145
"1262-15043_t_tx1;tr|A0A2H3SLB8|A0A2H3SLB8_FUSOX;tr|A0A420PU95|A0A420PU95_FUSOX",28.3215713820664,29.1545838213637,28.5457458902256,28.1725130840769,28.0776088109358,28.8951190611367
"tr|A0A2H3T6E5|A0A2H3T6E5_FUSOX;1262-15044_t_tx1;tr|K3UYI2|K3UYI2_FUSPC;tr|I1RFK0|I1RFK0_GIBZE",26.7333058986151,27.5570855249135,26.9082981806868,28.1136948193083,28.1319113202159,27.870135970812
"1262-15046_t_tx1;tr|A0A2H3SV83|A0A2H3SV83_FUSOX;tr|A0A420SBC5|A0A420SBC5_FUSOX;tr|A0A420MZ32|A0A420MZ32_FUSOX;tr|A0A420QJ89|A0A420QJ89_FUSOX",26.3194646378467,26.2271414872009,26.2346835409109,25.4339115160944,23.6433903332049,26.3189347133848
"1262-15047_t_tx1;tr|A0A2H3SLG8|A0A2H3SLG8_FUSOX;tr|A0A420QJ96|A0A420QJ96_FUSOX;tr|K3VRN7|K3VRN7_FUSPC;tr|A0A1C3YJ26|A0A1C3YJ26_GIBZE",24.6950104838707,24.8996788718431,21.4588992997406,22.4555964655909,NA,23.4683501202847
"1262-15048_t_tx1;tr|A0A2H3SLG5|A0A2H3SLG5_FUSOX;tr|A0A420MZ78|A0A420MZ78_FUSOX",21.7333134569191,23.6297443570048,22.180755137802,21.5222191547448,NA,22.1061475860004
"1262-15049_t_tx1;tr|K3UYI4|K3UYI4_FUSPC;tr|I1RFJ6|I1RFJ6_GIBZE;tr|A0A420SAY8|A0A420SAY8_FUSOX;tr|A0A2H3SLC3|A0A2H3SLC3_FUSOX",26.7691371864695,26.8926106403568,26.6959106732098,22.6425521006902,NA,25.4062077363459
"1262-15050_t_tx1;tr|A0A420MZ26|A0A420MZ26_FUSOX;tr|A0A2H3SQ56|A0A2H3SQ56_FUSOX;tr|K3VQR5|K3VQR5_FUSPC;tr|I1RFJ5|I1RFJ5_GIBZE",28.8322934896004,29.46504912702,28.5385233718074,28.3061574123712,26.886093669481,28.8499927636257
"1262-15052_t_tx1;tr|K3VQR7|K3VQR7_FUSPC;tr|I1RFJ2|I1RFJ2_GIBZE",24.4804167992098,24.238563048606,23.4915973377532,NA,NA,22.8236579588247
"1262-17587_t_tx1",25.8981031332521,27.1552847177432,25.6870830610957,24.2975300028348,24.1722521814909,25.7492528928921
"1263-15391_t_tx1;tr|A0A420NFU2|A0A420NFU2_FUSOX;tr|A0A2H3SZL4|A0A2H3SZL4_FUSOX;tr|A0A420SAP0|A0A420SAP0_FUSOX;tr|I1RQL1|I1RQL1_GIBZE;tr|K3VVP9|K3VVP9_FUSPC",26.2961170845443,25.1007722498569,26.5245377057385,24.1158949857398,24.3955204231856,23.7352342816808
"1263-15392_t_tx1",25.4861245766333,25.5099449788628,22.3957470926434,25.0965749627698,23.6308008066953,25.4172580285429
"tr|A0A420QD98|A0A420QD98_FUSOX;tr|A0A2H3TAZ8|A0A2H3TAZ8_FUSOX;1263-15393_t_tx1;tr|K3V0G8|K3V0G8_FUSPC;tr|I1RQL4|I1RQL4_GIBZE",24.4204194003622,24.0424311678617,23.2938926081325,NA,NA,NA
"1263-15394_t_tx1;tr|A0A420QD93|A0A420QD93_FUSOX;tr|A0A420PE73|A0A420PE73_FUSOX;tr|A0A420SAN4|A0A420SAN4_FUSOX;tr|A0A420NFV1|A0A420NFV1_FUSOX;tr|A0A2H3TJB0|A0A2H3TJB0_FUSOX;tr|K3W322|K3W322_FUSPC;tr|A0A1C3YKJ3|A0A1C3YKJ3_GIBZE",25.6508170617398,25.2593140496372,25.5513385126444,25.8393294486428,23.6060252542213,26.2243722290545
"1263-15398_t_tx1;tr|A0A2H3T2T4|A0A2H3T2T4_FUSOX;tr|A0A1C3YK56|A0A1C3YK56_GIBZE;tr|K3V0G4|K3V0G4_FUSPC",25.801741337033,25.805230361702,25.5859653285205,25.1785035864437,23.3665795501902,25.2633441052724
"1263-15399_t_tx1;tr|A0A420PXU3|A0A420PXU3_FUSOX;tr|A0A420PE75|A0A420PE75_FUSOX;tr|A0A420NFY8|A0A420NFY8_FUSOX;tr|A0A2H3SZK3|A0A2H3SZK3_FUSOX;tr|K3W321|K3W321_FUSPC;tr|I1RQM0|I1RQM0_GIBZE",25.7705189460243,26.3358922936827,25.2972629253357,24.5989043999572,NA,25.3123661775937
"1263-15403_t_tx1;tr|A0A2H3TAZ2|A0A2H3TAZ2_FUSOX;tr|K3V0G0|K3V0G0_FUSPC;tr|I1RQM4|I1RQM4_GIBZE;tr|A0A420PXS4|A0A420PXS4_FUSOX",23.6885928772311,23.5084097467892,24.0961567481185,23.5340337567564,22.7068769587165,23.5131822295797
"tr|A0A2H3SZL3|A0A2H3SZL3_FUSOX;1263-15405_t_tx1;tr|K3V707|K3V707_FUSPC;tr|I1RQM6|I1RQM6_GIBZE",26.1042831642768,23.9165026631274,26.5043111963275,NA,22.9669801691331,24.7926470307731
"1263-15406_t_tx1",24.9704744977762,24.310048032131,24.2126679296027,25.3947620145971,24.470270503508,24.8294658496182
"tr|A0A420PE47|A0A420PE47_FUSOX;tr|A0A420NFZ0|A0A420NFZ0_FUSOX;tr|A0A2H3T2S4|A0A2H3T2S4_FUSOX;1263-15408_t_tx1;tr|K3U8I7|K3U8I7_FUSPC;tr|I1RQM9|I1RQM9_GIBZE",24.8809943019597,23.8739235275977,22.6210650873185,23.3415237269218,NA,23.7575281577436
"1263-15412_t_tx1;tr|A0A420PE20|A0A420PE20_FUSOX;tr|A0A2H3T859|A0A2H3T859_FUSOX;tr|K3UNV7|K3UNV7_FUSPC;tr|A0A1C3YKG7|A0A1C3YKG7_GIBZE",25.388570743896,25.2955520956093,24.0062868616488,22.4152001716665,22.9417796150079,24.7702485491084
"1263-15414_t_tx1;tr|A0A420PXV7|A0A420PXV7_FUSOX;tr|A0A420NFR7|A0A420NFR7_FUSOX;tr|A0A2H3TJ95|A0A2H3TJ95_FUSOX",22.2950421462888,NA,23.6465047376085,25.6165593449631,24.8231436838272,24.8530754835156
"1264-10335_t_tx1;tr|A0A420PQV4|A0A420PQV4_FUSOX;tr|A0A420S9W0|A0A420S9W0_FUSOX;tr|A0A2H3SZY9|A0A2H3SZY9_FUSOX;tr|K3UKR5|K3UKR5_FUSPC;tr|I1RML4|I1RML4_GIBZE",27.4270584684018,27.0518612154643,27.1986592270027,27.219166893386,26.8401712461794,27.6335290131553
"1267-7272_t_tx1;tr|A0A2H3TG21|A0A2H3TG21_FUSOX",27.1403852490416,27.5177991828694,27.1329080788703,26.7982754421404,26.9244304675534,26.8015099530262
"1268-17292_t_tx1",NA,NA,NA,24.3312322412616,24.7316065810696,22.4821900627753
"1268-17302_t_tx1",25.4796510494472,23.3111985640493,23.8823205185026,28.3367040424432,28.8112964825538,25.53529346402
"1268-3751_t_tx1;tr|A0A420S1X6|A0A420S1X6_FUSOX;tr|A0A2H3T5S3|A0A2H3T5S3_FUSOX",24.6992343888865,26.4262720935104,25.8687862465553,29.7299244737751,28.3847961605562,26.8352504531681
"tr|A0A2H3THJ3|A0A2H3THJ3_FUSOX;1269-3156_t_tx1",29.9579236089646,29.7637131877691,30.0946562353538,29.4085964180816,28.9629200854004,29.6667238033763
"1269-3157_t_tx1;tr|A0A420S8D0|A0A420S8D0_FUSOX;tr|A0A420PHD0|A0A420PHD0_FUSOX;tr|A0A2H3THI6|A0A2H3THI6_FUSOX",24.2089004705476,25.0545043609912,23.9554904141854,22.1121003380223,NA,NA
"tr|A0A420PHB1|A0A420PHB1_FUSOX;tr|A0A2H3TXU4|A0A2H3TXU4_FUSOX;1269-3160_t_tx1;tr|A0A420U2M2|A0A420U2M2_FUSOX;tr|A0A420S8B5|A0A420S8B5_FUSOX;tr|A0A420NFC1|A0A420NFC1_FUSOX",23.3104242479587,22.911864833514,23.6707843828693,NA,22.3431875729952,22.5543768649326
"1269-3161_t_tx1;tr|A0A420S8D4|A0A420S8D4_FUSOX;tr|A0A2H3THR7|A0A2H3THR7_FUSOX",22.755037858375,23.0582351936732,22.7574049923483,22.2646177529211,22.3009481012029,23.4278898551806
"tr|A0A2H3U1U9|A0A2H3U1U9_FUSOX;1269-3163_t_tx1;tr|A0A420U2Q3|A0A420U2Q3_FUSOX;tr|A0A420S980|A0A420S980_FUSOX;tr|A0A420NFD6|A0A420NFD6_FUSOX;tr|K3VJW3|K3VJW3_FUSPC;tr|I1RNP9|I1RNP9_GIBZE",22.2173445658727,26.8466093624167,23.2161929637437,NA,22.8938352125291,27.0535535319258
"1269-3599_t_tx1",24.505815208312,24.1932993689298,21.2779824129523,NA,NA,NA
"1269-3609_t_tx1;tr|A0A420MSG4|A0A420MSG4_FUSOX;tr|A0A420QVV7|A0A420QVV7_FUSOX;tr|A0A420Q050|A0A420Q050_FUSOX;tr|A0A420S7L7|A0A420S7L7_FUSOX",NA,NA,23.1482469649669,26.6191153537541,27.8571194004523,23.6402654447443
"1270-13362_t_tx1;tr|A0A420SMQ8|A0A420SMQ8_FUSOX;tr|A0A420PGX8|A0A420PGX8_FUSOX;tr|A0A420P130|A0A420P130_FUSOX;tr|A0A2H3T296|A0A2H3T296_FUSOX",25.9539966939935,25.4922696522846,25.8797508198911,25.8217734793742,NA,26.1343097122608
"1270-13369_t_tx1",24.6097216887483,24.7097628121001,25.0075661044435,24.7401888693391,26.536308509514,25.9830353216962
"1270-13373_t_tx1",33.1560288380178,33.2358622722105,33.5962097846056,31.4883553305524,30.1649713361523,32.9677327064632
