"Majority.protein.IDs","SampleID","value","Group","Protein"
"1589-6149_t_tx1;tr|A0A2H3TRL0|A0A2H3TRL0_FUSOX;tr|K3UFQ1|K3UFQ1_FUSPC;tr|I1RN46|I1RN46_GIBZE","no_mineral_MPLEx_03",22.7089587025264,"No Mineral","1589-6149_t_tx1"
"1589-6149_t_tx1;tr|A0A2H3TRL0|A0A2H3TRL0_FUSOX;tr|K3UFQ1|K3UFQ1_FUSPC;tr|I1RN46|I1RN46_GIBZE","mineral_MPLEx_01",NA,"Mineral","1589-6149_t_tx1"
"1589-6149_t_tx1;tr|A0A2H3TRL0|A0A2H3TRL0_FUSOX;tr|K3UFQ1|K3UFQ1_FUSPC;tr|I1RN46|I1RN46_GIBZE","mineral_MPLEx_02",NA,"Mineral","1589-6149_t_tx1"
"1589-6149_t_tx1;tr|A0A2H3TRL0|A0A2H3TRL0_FUSOX;tr|K3UFQ1|K3UFQ1_FUSPC;tr|I1RN46|I1RN46_GIBZE","mineral_MPLEx_03",24.9935955159771,"Mineral","1589-6149_t_tx1"
"tr|A0A2H3TI23|A0A2H3TI23_FUSOX;tr|A0A420QR93|A0A420QR93_FUSOX;tr|A0A420PNL8|A0A420PNL8_FUSOX;tr|A0A420MKW8|A0A420MKW8_FUSOX;1589-6152_t_tx1","no_mineral_MPLEx_01",22.0153496723407,"No Mineral","1589-6152_t_tx1"
"tr|A0A2H3TI23|A0A2H3TI23_FUSOX;tr|A0A420QR93|A0A420QR93_FUSOX;tr|A0A420PNL8|A0A420PNL8_FUSOX;tr|A0A420MKW8|A0A420MKW8_FUSOX;1589-6152_t_tx1","no_mineral_MPLEx_02",21.3687604287419,"No Mineral","1589-6152_t_tx1"
"tr|A0A2H3TI23|A0A2H3TI23_FUSOX;tr|A0A420QR93|A0A420QR93_FUSOX;tr|A0A420PNL8|A0A420PNL8_FUSOX;tr|A0A420MKW8|A0A420MKW8_FUSOX;1589-6152_t_tx1","no_mineral_MPLEx_03",NA,"No Mineral","1589-6152_t_tx1"
"tr|A0A2H3TI23|A0A2H3TI23_FUSOX;tr|A0A420QR93|A0A420QR93_FUSOX;tr|A0A420PNL8|A0A420PNL8_FUSOX;tr|A0A420MKW8|A0A420MKW8_FUSOX;1589-6152_t_tx1","mineral_MPLEx_01",22.750039571351,"Mineral","1589-6152_t_tx1"
"tr|A0A2H3TI23|A0A2H3TI23_FUSOX;tr|A0A420QR93|A0A420QR93_FUSOX;tr|A0A420PNL8|A0A420PNL8_FUSOX;tr|A0A420MKW8|A0A420MKW8_FUSOX;1589-6152_t_tx1","mineral_MPLEx_02",22.4092882815137,"Mineral","1589-6152_t_tx1"
"tr|A0A2H3TI23|A0A2H3TI23_FUSOX;tr|A0A420QR93|A0A420QR93_FUSOX;tr|A0A420PNL8|A0A420PNL8_FUSOX;tr|A0A420MKW8|A0A420MKW8_FUSOX;1589-6152_t_tx1","mineral_MPLEx_03",NA,"Mineral","1589-6152_t_tx1"
"1589-6158_t_tx1;tr|A0A2H3TI77|A0A2H3TI77_FUSOX;tr|A0A1C3YJS0|A0A1C3YJS0_GIBZE;tr|K3VZC7|K3VZC7_FUSPC","no_mineral_MPLEx_01",27.1134155127129,"No Mineral","1589-6158_t_tx1"
"1589-6158_t_tx1;tr|A0A2H3TI77|A0A2H3TI77_FUSOX;tr|A0A1C3YJS0|A0A1C3YJS0_GIBZE;tr|K3VZC7|K3VZC7_FUSPC","no_mineral_MPLEx_02",26.8697933412364,"No Mineral","1589-6158_t_tx1"
"1589-6158_t_tx1;tr|A0A2H3TI77|A0A2H3TI77_FUSOX;tr|A0A1C3YJS0|A0A1C3YJS0_GIBZE;tr|K3VZC7|K3VZC7_FUSPC","no_mineral_MPLEx_03",27.1387575691727,"No Mineral","1589-6158_t_tx1"
"1589-6158_t_tx1;tr|A0A2H3TI77|A0A2H3TI77_FUSOX;tr|A0A1C3YJS0|A0A1C3YJS0_GIBZE;tr|K3VZC7|K3VZC7_FUSPC","mineral_MPLEx_01",26.1190980641471,"Mineral","1589-6158_t_tx1"
"1589-6158_t_tx1;tr|A0A2H3TI77|A0A2H3TI77_FUSOX;tr|A0A1C3YJS0|A0A1C3YJS0_GIBZE;tr|K3VZC7|K3VZC7_FUSPC","mineral_MPLEx_02",22.6165425764853,"Mineral","1589-6158_t_tx1"
"1589-6158_t_tx1;tr|A0A2H3TI77|A0A2H3TI77_FUSOX;tr|A0A1C3YJS0|A0A1C3YJS0_GIBZE;tr|K3VZC7|K3VZC7_FUSPC","mineral_MPLEx_03",26.2748167659801,"Mineral","1589-6158_t_tx1"
"tr|A0A420NZ38|A0A420NZ38_FUSOX;tr|A0A420MKU5|A0A420MKU5_FUSOX;1589-6159_t_tx1;tr|A0A2H3TRJ8|A0A2H3TRJ8_FUSOX;tr|K3VDM1|K3VDM1_FUSPC;tr|I1RN54|I1RN54_GIBZE","no_mineral_MPLEx_01",25.3323461529082,"No Mineral","1589-6159_t_tx1"
"tr|A0A420NZ38|A0A420NZ38_FUSOX;tr|A0A420MKU5|A0A420MKU5_FUSOX;1589-6159_t_tx1;tr|A0A2H3TRJ8|A0A2H3TRJ8_FUSOX;tr|K3VDM1|K3VDM1_FUSPC;tr|I1RN54|I1RN54_GIBZE","no_mineral_MPLEx_02",25.4597941384391,"No Mineral","1589-6159_t_tx1"
"tr|A0A420NZ38|A0A420NZ38_FUSOX;tr|A0A420MKU5|A0A420MKU5_FUSOX;1589-6159_t_tx1;tr|A0A2H3TRJ8|A0A2H3TRJ8_FUSOX;tr|K3VDM1|K3VDM1_FUSPC;tr|I1RN54|I1RN54_GIBZE","no_mineral_MPLEx_03",25.4306021745157,"No Mineral","1589-6159_t_tx1"
"tr|A0A420NZ38|A0A420NZ38_FUSOX;tr|A0A420MKU5|A0A420MKU5_FUSOX;1589-6159_t_tx1;tr|A0A2H3TRJ8|A0A2H3TRJ8_FUSOX;tr|K3VDM1|K3VDM1_FUSPC;tr|I1RN54|I1RN54_GIBZE","mineral_MPLEx_01",25.5074209434208,"Mineral","1589-6159_t_tx1"
"tr|A0A420NZ38|A0A420NZ38_FUSOX;tr|A0A420MKU5|A0A420MKU5_FUSOX;1589-6159_t_tx1;tr|A0A2H3TRJ8|A0A2H3TRJ8_FUSOX;tr|K3VDM1|K3VDM1_FUSPC;tr|I1RN54|I1RN54_GIBZE","mineral_MPLEx_02",24.1387762772906,"Mineral","1589-6159_t_tx1"
"tr|A0A420NZ38|A0A420NZ38_FUSOX;tr|A0A420MKU5|A0A420MKU5_FUSOX;1589-6159_t_tx1;tr|A0A2H3TRJ8|A0A2H3TRJ8_FUSOX;tr|K3VDM1|K3VDM1_FUSPC;tr|I1RN54|I1RN54_GIBZE","mineral_MPLEx_03",24.6109698218533,"Mineral","1589-6159_t_tx1"
"1589-6160_t_tx1","no_mineral_MPLEx_01",23.4658885724063,"No Mineral","1589-6160_t_tx1"
"1589-6160_t_tx1","no_mineral_MPLEx_02",22.9808178753332,"No Mineral","1589-6160_t_tx1"
"1589-6160_t_tx1","no_mineral_MPLEx_03",23.520804187138,"No Mineral","1589-6160_t_tx1"
"1589-6160_t_tx1","mineral_MPLEx_01",NA,"Mineral","1589-6160_t_tx1"
"1589-6160_t_tx1","mineral_MPLEx_02",NA,"Mineral","1589-6160_t_tx1"
"1589-6160_t_tx1","mineral_MPLEx_03",23.9078266932696,"Mineral","1589-6160_t_tx1"
"1589-6163_t_tx1;tr|A0A420SLS0|A0A420SLS0_FUSOX;tr|A0A2H3TYI6|A0A2H3TYI6_FUSOX;tr|A0A420MKN3|A0A420MKN3_FUSOX","no_mineral_MPLEx_01",27.5038338261537,"No Mineral","1589-6163_t_tx1"
"1589-6163_t_tx1;tr|A0A420SLS0|A0A420SLS0_FUSOX;tr|A0A2H3TYI6|A0A2H3TYI6_FUSOX;tr|A0A420MKN3|A0A420MKN3_FUSOX","no_mineral_MPLEx_02",28.3511358068165,"No Mineral","1589-6163_t_tx1"
"1589-6163_t_tx1;tr|A0A420SLS0|A0A420SLS0_FUSOX;tr|A0A2H3TYI6|A0A2H3TYI6_FUSOX;tr|A0A420MKN3|A0A420MKN3_FUSOX","no_mineral_MPLEx_03",27.1692141369663,"No Mineral","1589-6163_t_tx1"
"1589-6163_t_tx1;tr|A0A420SLS0|A0A420SLS0_FUSOX;tr|A0A2H3TYI6|A0A2H3TYI6_FUSOX;tr|A0A420MKN3|A0A420MKN3_FUSOX","mineral_MPLEx_01",25.4689868358781,"Mineral","1589-6163_t_tx1"
"1589-6163_t_tx1;tr|A0A420SLS0|A0A420SLS0_FUSOX;tr|A0A2H3TYI6|A0A2H3TYI6_FUSOX;tr|A0A420MKN3|A0A420MKN3_FUSOX","mineral_MPLEx_02",25.7331663452155,"Mineral","1589-6163_t_tx1"
"1589-6163_t_tx1;tr|A0A420SLS0|A0A420SLS0_FUSOX;tr|A0A2H3TYI6|A0A2H3TYI6_FUSOX;tr|A0A420MKN3|A0A420MKN3_FUSOX","mineral_MPLEx_03",26.2754985152443,"Mineral","1589-6163_t_tx1"
"1589-6164_t_tx1;tr|A0A420PNN5|A0A420PNN5_FUSOX;tr|A0A420NZ67|A0A420NZ67_FUSOX;tr|A0A420MKX8|A0A420MKX8_FUSOX;tr|A0A2H3TL13|A0A2H3TL13_FUSOX","no_mineral_MPLEx_01",23.0050689045228,"No Mineral","1589-6164_t_tx1"
"1589-6164_t_tx1;tr|A0A420PNN5|A0A420PNN5_FUSOX;tr|A0A420NZ67|A0A420NZ67_FUSOX;tr|A0A420MKX8|A0A420MKX8_FUSOX;tr|A0A2H3TL13|A0A2H3TL13_FUSOX","no_mineral_MPLEx_02",24.7263259100048,"No Mineral","1589-6164_t_tx1"
"1589-6164_t_tx1;tr|A0A420PNN5|A0A420PNN5_FUSOX;tr|A0A420NZ67|A0A420NZ67_FUSOX;tr|A0A420MKX8|A0A420MKX8_FUSOX;tr|A0A2H3TL13|A0A2H3TL13_FUSOX","no_mineral_MPLEx_03",23.8896554144191,"No Mineral","1589-6164_t_tx1"
"1589-6164_t_tx1;tr|A0A420PNN5|A0A420PNN5_FUSOX;tr|A0A420NZ67|A0A420NZ67_FUSOX;tr|A0A420MKX8|A0A420MKX8_FUSOX;tr|A0A2H3TL13|A0A2H3TL13_FUSOX","mineral_MPLEx_01",24.7938940109029,"Mineral","1589-6164_t_tx1"
"1589-6164_t_tx1;tr|A0A420PNN5|A0A420PNN5_FUSOX;tr|A0A420NZ67|A0A420NZ67_FUSOX;tr|A0A420MKX8|A0A420MKX8_FUSOX;tr|A0A2H3TL13|A0A2H3TL13_FUSOX","mineral_MPLEx_02",24.3577087051025,"Mineral","1589-6164_t_tx1"
"1589-6164_t_tx1;tr|A0A420PNN5|A0A420PNN5_FUSOX;tr|A0A420NZ67|A0A420NZ67_FUSOX;tr|A0A420MKX8|A0A420MKX8_FUSOX;tr|A0A2H3TL13|A0A2H3TL13_FUSOX","mineral_MPLEx_03",24.7823927150501,"Mineral","1589-6164_t_tx1"
"1589-6166_t_tx1;tr|A0A2H3TI62|A0A2H3TI62_FUSOX","no_mineral_MPLEx_01",26.8134251766403,"No Mineral","1589-6166_t_tx1"
"1589-6166_t_tx1;tr|A0A2H3TI62|A0A2H3TI62_FUSOX","no_mineral_MPLEx_02",26.8958495529635,"No Mineral","1589-6166_t_tx1"
"1589-6166_t_tx1;tr|A0A2H3TI62|A0A2H3TI62_FUSOX","no_mineral_MPLEx_03",27.2747647214599,"No Mineral","1589-6166_t_tx1"
"1589-6166_t_tx1;tr|A0A2H3TI62|A0A2H3TI62_FUSOX","mineral_MPLEx_01",26.5252367640412,"Mineral","1589-6166_t_tx1"
"1589-6166_t_tx1;tr|A0A2H3TI62|A0A2H3TI62_FUSOX","mineral_MPLEx_02",25.8650847474424,"Mineral","1589-6166_t_tx1"
"1589-6166_t_tx1;tr|A0A2H3TI62|A0A2H3TI62_FUSOX","mineral_MPLEx_03",21.6763806402348,"Mineral","1589-6166_t_tx1"
"1589-6167_t_tx1;tr|A0A420MKU3|A0A420MKU3_FUSOX;tr|A0A2H3TI67|A0A2H3TI67_FUSOX","no_mineral_MPLEx_01",23.3236374035802,"No Mineral","1589-6167_t_tx1"
"1589-6167_t_tx1;tr|A0A420MKU3|A0A420MKU3_FUSOX;tr|A0A2H3TI67|A0A2H3TI67_FUSOX","no_mineral_MPLEx_02",22.5297557373668,"No Mineral","1589-6167_t_tx1"
"1589-6167_t_tx1;tr|A0A420MKU3|A0A420MKU3_FUSOX;tr|A0A2H3TI67|A0A2H3TI67_FUSOX","no_mineral_MPLEx_03",22.5892934179883,"No Mineral","1589-6167_t_tx1"
"1589-6167_t_tx1;tr|A0A420MKU3|A0A420MKU3_FUSOX;tr|A0A2H3TI67|A0A2H3TI67_FUSOX","mineral_MPLEx_01",21.1151368542459,"Mineral","1589-6167_t_tx1"
"1589-6167_t_tx1;tr|A0A420MKU3|A0A420MKU3_FUSOX;tr|A0A2H3TI67|A0A2H3TI67_FUSOX","mineral_MPLEx_02",NA,"Mineral","1589-6167_t_tx1"
"1589-6167_t_tx1;tr|A0A420MKU3|A0A420MKU3_FUSOX;tr|A0A2H3TI67|A0A2H3TI67_FUSOX","mineral_MPLEx_03",24.3210775730745,"Mineral","1589-6167_t_tx1"
"1589-6169_t_tx1;tr|A0A420S3R8|A0A420S3R8_FUSOX;tr|A0A420SLP6|A0A420SLP6_FUSOX;tr|A0A420MKT6|A0A420MKT6_FUSOX;tr|A0A2H3TU51|A0A2H3TU51_FUSOX","no_mineral_MPLEx_01",26.7386811780518,"No Mineral","1589-6169_t_tx1"
"1589-6169_t_tx1;tr|A0A420S3R8|A0A420S3R8_FUSOX;tr|A0A420SLP6|A0A420SLP6_FUSOX;tr|A0A420MKT6|A0A420MKT6_FUSOX;tr|A0A2H3TU51|A0A2H3TU51_FUSOX","no_mineral_MPLEx_02",26.443671558709,"No Mineral","1589-6169_t_tx1"
"1589-6169_t_tx1;tr|A0A420S3R8|A0A420S3R8_FUSOX;tr|A0A420SLP6|A0A420SLP6_FUSOX;tr|A0A420MKT6|A0A420MKT6_FUSOX;tr|A0A2H3TU51|A0A2H3TU51_FUSOX","no_mineral_MPLEx_03",26.7621565099215,"No Mineral","1589-6169_t_tx1"
"1589-6169_t_tx1;tr|A0A420S3R8|A0A420S3R8_FUSOX;tr|A0A420SLP6|A0A420SLP6_FUSOX;tr|A0A420MKT6|A0A420MKT6_FUSOX;tr|A0A2H3TU51|A0A2H3TU51_FUSOX","mineral_MPLEx_01",26.7462749716291,"Mineral","1589-6169_t_tx1"
"1589-6169_t_tx1;tr|A0A420S3R8|A0A420S3R8_FUSOX;tr|A0A420SLP6|A0A420SLP6_FUSOX;tr|A0A420MKT6|A0A420MKT6_FUSOX;tr|A0A2H3TU51|A0A2H3TU51_FUSOX","mineral_MPLEx_02",26.9435510177989,"Mineral","1589-6169_t_tx1"
"1589-6169_t_tx1;tr|A0A420S3R8|A0A420S3R8_FUSOX;tr|A0A420SLP6|A0A420SLP6_FUSOX;tr|A0A420MKT6|A0A420MKT6_FUSOX;tr|A0A2H3TU51|A0A2H3TU51_FUSOX","mineral_MPLEx_03",26.8453041178321,"Mineral","1589-6169_t_tx1"
"1589-6170_t_tx1;tr|I1RN63|I1RN63_GIBZE;tr|A0A2H3U2H3|A0A2H3U2H3_FUSOX;tr|K3VNE3|K3VNE3_FUSPC","no_mineral_MPLEx_01",28.1173303659799,"No Mineral","1589-6170_t_tx1"
"1589-6170_t_tx1;tr|I1RN63|I1RN63_GIBZE;tr|A0A2H3U2H3|A0A2H3U2H3_FUSOX;tr|K3VNE3|K3VNE3_FUSPC","no_mineral_MPLEx_02",28.1782745798671,"No Mineral","1589-6170_t_tx1"
"1589-6170_t_tx1;tr|I1RN63|I1RN63_GIBZE;tr|A0A2H3U2H3|A0A2H3U2H3_FUSOX;tr|K3VNE3|K3VNE3_FUSPC","no_mineral_MPLEx_03",28.1386912307411,"No Mineral","1589-6170_t_tx1"
"1589-6170_t_tx1;tr|I1RN63|I1RN63_GIBZE;tr|A0A2H3U2H3|A0A2H3U2H3_FUSOX;tr|K3VNE3|K3VNE3_FUSPC","mineral_MPLEx_01",29.2983918582342,"Mineral","1589-6170_t_tx1"
"1589-6170_t_tx1;tr|I1RN63|I1RN63_GIBZE;tr|A0A2H3U2H3|A0A2H3U2H3_FUSOX;tr|K3VNE3|K3VNE3_FUSPC","mineral_MPLEx_02",28.7637582988935,"Mineral","1589-6170_t_tx1"
"1589-6170_t_tx1;tr|I1RN63|I1RN63_GIBZE;tr|A0A2H3U2H3|A0A2H3U2H3_FUSOX;tr|K3VNE3|K3VNE3_FUSPC","mineral_MPLEx_03",28.6563120374863,"Mineral","1589-6170_t_tx1"
"1589-6172_t_tx1;tr|A0A2H3TIC3|A0A2H3TIC3_FUSOX;tr|K3VMP4|K3VMP4_FUSPC;tr|I1RN65|I1RN65_GIBZE","no_mineral_MPLEx_01",29.7575475399093,"No Mineral","1589-6172_t_tx1"
"1589-6172_t_tx1;tr|A0A2H3TIC3|A0A2H3TIC3_FUSOX;tr|K3VMP4|K3VMP4_FUSPC;tr|I1RN65|I1RN65_GIBZE","no_mineral_MPLEx_02",29.5572370565725,"No Mineral","1589-6172_t_tx1"
"1589-6172_t_tx1;tr|A0A2H3TIC3|A0A2H3TIC3_FUSOX;tr|K3VMP4|K3VMP4_FUSPC;tr|I1RN65|I1RN65_GIBZE","no_mineral_MPLEx_03",29.9848958456213,"No Mineral","1589-6172_t_tx1"
"1589-6172_t_tx1;tr|A0A2H3TIC3|A0A2H3TIC3_FUSOX;tr|K3VMP4|K3VMP4_FUSPC;tr|I1RN65|I1RN65_GIBZE","mineral_MPLEx_01",31.0433359033195,"Mineral","1589-6172_t_tx1"
"1589-6172_t_tx1;tr|A0A2H3TIC3|A0A2H3TIC3_FUSOX;tr|K3VMP4|K3VMP4_FUSPC;tr|I1RN65|I1RN65_GIBZE","mineral_MPLEx_02",31.4417175884237,"Mineral","1589-6172_t_tx1"
"1589-6172_t_tx1;tr|A0A2H3TIC3|A0A2H3TIC3_FUSOX;tr|K3VMP4|K3VMP4_FUSPC;tr|I1RN65|I1RN65_GIBZE","mineral_MPLEx_03",30.3042549604206,"Mineral","1589-6172_t_tx1"
"1589-6173_t_tx1","no_mineral_MPLEx_01",27.0228640489151,"No Mineral","1589-6173_t_tx1"
"1589-6173_t_tx1","no_mineral_MPLEx_02",27.2080631407211,"No Mineral","1589-6173_t_tx1"
"1589-6173_t_tx1","no_mineral_MPLEx_03",26.6022024111333,"No Mineral","1589-6173_t_tx1"
"1589-6173_t_tx1","mineral_MPLEx_01",25.2831939867872,"Mineral","1589-6173_t_tx1"
"1589-6173_t_tx1","mineral_MPLEx_02",22.5807975325264,"Mineral","1589-6173_t_tx1"
"1589-6173_t_tx1","mineral_MPLEx_03",26.6750816551077,"Mineral","1589-6173_t_tx1"
"tr|A0A2H3SXY7|A0A2H3SXY7_FUSOX;15913-15913_t_tx1;tr|K3VA83|K3VA83_FUSPC;tr|I1RE76|I1RE76_GIBZE;tr|A0A420S2Y1|A0A420S2Y1_FUSOX","no_mineral_MPLEx_01",30.5077607333647,"No Mineral","15913-15913_t_tx1"
"tr|A0A2H3SXY7|A0A2H3SXY7_FUSOX;15913-15913_t_tx1;tr|K3VA83|K3VA83_FUSPC;tr|I1RE76|I1RE76_GIBZE;tr|A0A420S2Y1|A0A420S2Y1_FUSOX","no_mineral_MPLEx_02",30.5388907014027,"No Mineral","15913-15913_t_tx1"
"tr|A0A2H3SXY7|A0A2H3SXY7_FUSOX;15913-15913_t_tx1;tr|K3VA83|K3VA83_FUSPC;tr|I1RE76|I1RE76_GIBZE;tr|A0A420S2Y1|A0A420S2Y1_FUSOX","no_mineral_MPLEx_03",30.5044605060651,"No Mineral","15913-15913_t_tx1"
"tr|A0A2H3SXY7|A0A2H3SXY7_FUSOX;15913-15913_t_tx1;tr|K3VA83|K3VA83_FUSPC;tr|I1RE76|I1RE76_GIBZE;tr|A0A420S2Y1|A0A420S2Y1_FUSOX","mineral_MPLEx_01",27.3170809466917,"Mineral","15913-15913_t_tx1"
"tr|A0A2H3SXY7|A0A2H3SXY7_FUSOX;15913-15913_t_tx1;tr|K3VA83|K3VA83_FUSPC;tr|I1RE76|I1RE76_GIBZE;tr|A0A420S2Y1|A0A420S2Y1_FUSOX","mineral_MPLEx_02",25.5395063743102,"Mineral","15913-15913_t_tx1"
"tr|A0A2H3SXY7|A0A2H3SXY7_FUSOX;15913-15913_t_tx1;tr|K3VA83|K3VA83_FUSPC;tr|I1RE76|I1RE76_GIBZE;tr|A0A420S2Y1|A0A420S2Y1_FUSOX","mineral_MPLEx_03",27.9402777811667,"Mineral","15913-15913_t_tx1"
"15916-15916_t_tx1","no_mineral_MPLEx_01",21.8733461005988,"No Mineral","15916-15916_t_tx1"
"15916-15916_t_tx1","no_mineral_MPLEx_02",23.9094928375818,"No Mineral","15916-15916_t_tx1"
"15916-15916_t_tx1","no_mineral_MPLEx_03",22.2856335378749,"No Mineral","15916-15916_t_tx1"
"15916-15916_t_tx1","mineral_MPLEx_01",NA,"Mineral","15916-15916_t_tx1"
"15916-15916_t_tx1","mineral_MPLEx_02",NA,"Mineral","15916-15916_t_tx1"
"15916-15916_t_tx1","mineral_MPLEx_03",NA,"Mineral","15916-15916_t_tx1"
"15917-15917_t_tx1;tr|K3UFX8|K3UFX8_FUSPC;tr|I1RE80|I1RE80_GIBZE;tr|A0A420S2U8|A0A420S2U8_FUSOX;tr|A0A420RXR1|A0A420RXR1_FUSOX;tr|A0A2H3SYM8|A0A2H3SYM8_FUSOX","no_mineral_MPLEx_01",23.9316744864013,"No Mineral","15917-15917_t_tx1"
"15917-15917_t_tx1;tr|K3UFX8|K3UFX8_FUSPC;tr|I1RE80|I1RE80_GIBZE;tr|A0A420S2U8|A0A420S2U8_FUSOX;tr|A0A420RXR1|A0A420RXR1_FUSOX;tr|A0A2H3SYM8|A0A2H3SYM8_FUSOX","no_mineral_MPLEx_02",25.5076885638716,"No Mineral","15917-15917_t_tx1"
"15917-15917_t_tx1;tr|K3UFX8|K3UFX8_FUSPC;tr|I1RE80|I1RE80_GIBZE;tr|A0A420S2U8|A0A420S2U8_FUSOX;tr|A0A420RXR1|A0A420RXR1_FUSOX;tr|A0A2H3SYM8|A0A2H3SYM8_FUSOX","no_mineral_MPLEx_03",22.3027111114026,"No Mineral","15917-15917_t_tx1"
"15917-15917_t_tx1;tr|K3UFX8|K3UFX8_FUSPC;tr|I1RE80|I1RE80_GIBZE;tr|A0A420S2U8|A0A420S2U8_FUSOX;tr|A0A420RXR1|A0A420RXR1_FUSOX;tr|A0A2H3SYM8|A0A2H3SYM8_FUSOX","mineral_MPLEx_01",NA,"Mineral","15917-15917_t_tx1"
"15917-15917_t_tx1;tr|K3UFX8|K3UFX8_FUSPC;tr|I1RE80|I1RE80_GIBZE;tr|A0A420S2U8|A0A420S2U8_FUSOX;tr|A0A420RXR1|A0A420RXR1_FUSOX;tr|A0A2H3SYM8|A0A2H3SYM8_FUSOX","mineral_MPLEx_02",NA,"Mineral","15917-15917_t_tx1"
"15917-15917_t_tx1;tr|K3UFX8|K3UFX8_FUSPC;tr|I1RE80|I1RE80_GIBZE;tr|A0A420S2U8|A0A420S2U8_FUSOX;tr|A0A420RXR1|A0A420RXR1_FUSOX;tr|A0A2H3SYM8|A0A2H3SYM8_FUSOX","mineral_MPLEx_03",22.6834964438123,"Mineral","15917-15917_t_tx1"
"15918-15918_t_tx1","no_mineral_MPLEx_01",24.1705071217469,"No Mineral","15918-15918_t_tx1"
"15918-15918_t_tx1","no_mineral_MPLEx_02",24.9648459542833,"No Mineral","15918-15918_t_tx1"
"15918-15918_t_tx1","no_mineral_MPLEx_03",25.6035681170172,"No Mineral","15918-15918_t_tx1"
"15918-15918_t_tx1","mineral_MPLEx_01",27.4596182196889,"Mineral","15918-15918_t_tx1"
"15918-15918_t_tx1","mineral_MPLEx_02",27.5067736472688,"Mineral","15918-15918_t_tx1"
"15918-15918_t_tx1","mineral_MPLEx_03",26.1832618305203,"Mineral","15918-15918_t_tx1"
"15919-15919_t_tx1;tr|A0A420S2W4|A0A420S2W4_FUSOX;tr|A0A420RY27|A0A420RY27_FUSOX;tr|A0A2H3T995|A0A2H3T995_FUSOX","no_mineral_MPLEx_01",NA,"No Mineral","15919-15919_t_tx1"
"15919-15919_t_tx1;tr|A0A420S2W4|A0A420S2W4_FUSOX;tr|A0A420RY27|A0A420RY27_FUSOX;tr|A0A2H3T995|A0A2H3T995_FUSOX","no_mineral_MPLEx_02",24.0299940646235,"No Mineral","15919-15919_t_tx1"
"15919-15919_t_tx1;tr|A0A420S2W4|A0A420S2W4_FUSOX;tr|A0A420RY27|A0A420RY27_FUSOX;tr|A0A2H3T995|A0A2H3T995_FUSOX","no_mineral_MPLEx_03",NA,"No Mineral","15919-15919_t_tx1"
"15919-15919_t_tx1;tr|A0A420S2W4|A0A420S2W4_FUSOX;tr|A0A420RY27|A0A420RY27_FUSOX;tr|A0A2H3T995|A0A2H3T995_FUSOX","mineral_MPLEx_01",25.2635479921888,"Mineral","15919-15919_t_tx1"
"15919-15919_t_tx1;tr|A0A420S2W4|A0A420S2W4_FUSOX;tr|A0A420RY27|A0A420RY27_FUSOX;tr|A0A2H3T995|A0A2H3T995_FUSOX","mineral_MPLEx_02",26.5124113051507,"Mineral","15919-15919_t_tx1"
"15919-15919_t_tx1;tr|A0A420S2W4|A0A420S2W4_FUSOX;tr|A0A420RY27|A0A420RY27_FUSOX;tr|A0A2H3T995|A0A2H3T995_FUSOX","mineral_MPLEx_03",22.4905560185717,"Mineral","15919-15919_t_tx1"
"16076-16076_t_tx1;tr|A0A2H3TR13|A0A2H3TR13_FUSOX;tr|A0A420TT19|A0A420TT19_FUSOX;tr|A0A420Q299|A0A420Q299_FUSOX;tr|A0A420MWH6|A0A420MWH6_FUSOX;tr|I1RX83|I1RX83_GIBZE;tr|K3VAW0|K3VAW0_FUSPC","no_mineral_MPLEx_01",25.5262225997034,"No Mineral","16076-16076_t_tx1"
"16076-16076_t_tx1;tr|A0A2H3TR13|A0A2H3TR13_FUSOX;tr|A0A420TT19|A0A420TT19_FUSOX;tr|A0A420Q299|A0A420Q299_FUSOX;tr|A0A420MWH6|A0A420MWH6_FUSOX;tr|I1RX83|I1RX83_GIBZE;tr|K3VAW0|K3VAW0_FUSPC","no_mineral_MPLEx_02",25.5656899957855,"No Mineral","16076-16076_t_tx1"
"16076-16076_t_tx1;tr|A0A2H3TR13|A0A2H3TR13_FUSOX;tr|A0A420TT19|A0A420TT19_FUSOX;tr|A0A420Q299|A0A420Q299_FUSOX;tr|A0A420MWH6|A0A420MWH6_FUSOX;tr|I1RX83|I1RX83_GIBZE;tr|K3VAW0|K3VAW0_FUSPC","no_mineral_MPLEx_03",24.7295283201837,"No Mineral","16076-16076_t_tx1"
"16076-16076_t_tx1;tr|A0A2H3TR13|A0A2H3TR13_FUSOX;tr|A0A420TT19|A0A420TT19_FUSOX;tr|A0A420Q299|A0A420Q299_FUSOX;tr|A0A420MWH6|A0A420MWH6_FUSOX;tr|I1RX83|I1RX83_GIBZE;tr|K3VAW0|K3VAW0_FUSPC","mineral_MPLEx_01",23.5158703927913,"Mineral","16076-16076_t_tx1"
"16076-16076_t_tx1;tr|A0A2H3TR13|A0A2H3TR13_FUSOX;tr|A0A420TT19|A0A420TT19_FUSOX;tr|A0A420Q299|A0A420Q299_FUSOX;tr|A0A420MWH6|A0A420MWH6_FUSOX;tr|I1RX83|I1RX83_GIBZE;tr|K3VAW0|K3VAW0_FUSPC","mineral_MPLEx_02",21.6409365970503,"Mineral","16076-16076_t_tx1"
