"Majority.protein.IDs","SampleID","value","Group","Protein"
"1886-5555_t_tx1;tr|A0A2H3T3F7|A0A2H3T3F7_FUSOX;tr|K3VZZ7|K3VZZ7_FUSPC;tr|A0A0E0SJS1|A0A0E0SJS1_GIBZE","no_mineral_MPLEx_02",23.7680860173984,"No Mineral","1886-5555_t_tx1"
"1886-5555_t_tx1;tr|A0A2H3T3F7|A0A2H3T3F7_FUSOX;tr|K3VZZ7|K3VZZ7_FUSPC;tr|A0A0E0SJS1|A0A0E0SJS1_GIBZE","no_mineral_MPLEx_03",23.5687676223519,"No Mineral","1886-5555_t_tx1"
"1886-5555_t_tx1;tr|A0A2H3T3F7|A0A2H3T3F7_FUSOX;tr|K3VZZ7|K3VZZ7_FUSPC;tr|A0A0E0SJS1|A0A0E0SJS1_GIBZE","mineral_MPLEx_01",NA,"Mineral","1886-5555_t_tx1"
"1886-5555_t_tx1;tr|A0A2H3T3F7|A0A2H3T3F7_FUSOX;tr|K3VZZ7|K3VZZ7_FUSPC;tr|A0A0E0SJS1|A0A0E0SJS1_GIBZE","mineral_MPLEx_02",NA,"Mineral","1886-5555_t_tx1"
"1886-5555_t_tx1;tr|A0A2H3T3F7|A0A2H3T3F7_FUSOX;tr|K3VZZ7|K3VZZ7_FUSPC;tr|A0A0E0SJS1|A0A0E0SJS1_GIBZE","mineral_MPLEx_03",NA,"Mineral","1886-5555_t_tx1"
"1899-16721_t_tx1","no_mineral_MPLEx_01",22.3196559439951,"No Mineral","1899-16721_t_tx1"
"1899-16721_t_tx1","no_mineral_MPLEx_02",22.4485648566208,"No Mineral","1899-16721_t_tx1"
"1899-16721_t_tx1","no_mineral_MPLEx_03",23.0997816119372,"No Mineral","1899-16721_t_tx1"
"1899-16721_t_tx1","mineral_MPLEx_01",NA,"Mineral","1899-16721_t_tx1"
"1899-16721_t_tx1","mineral_MPLEx_02",23.1542536139096,"Mineral","1899-16721_t_tx1"
"1899-16721_t_tx1","mineral_MPLEx_03",NA,"Mineral","1899-16721_t_tx1"
"1919-13829_t_tx1","no_mineral_MPLEx_01",26.0488178470625,"No Mineral","1919-13829_t_tx1"
"1919-13829_t_tx1","no_mineral_MPLEx_02",28.5431717129401,"No Mineral","1919-13829_t_tx1"
"1919-13829_t_tx1","no_mineral_MPLEx_03",24.8139076937691,"No Mineral","1919-13829_t_tx1"
"1919-13829_t_tx1","mineral_MPLEx_01",25.2565575166276,"Mineral","1919-13829_t_tx1"
"1919-13829_t_tx1","mineral_MPLEx_02",25.5890134453781,"Mineral","1919-13829_t_tx1"
"1919-13829_t_tx1","mineral_MPLEx_03",26.5857386927747,"Mineral","1919-13829_t_tx1"
"1919-13832_t_tx1;tr|A0A420PAB5|A0A420PAB5_FUSOX;tr|A0A2H3T111|A0A2H3T111_FUSOX","no_mineral_MPLEx_01",24.5731968684055,"No Mineral","1919-13832_t_tx1"
"1919-13832_t_tx1;tr|A0A420PAB5|A0A420PAB5_FUSOX;tr|A0A2H3T111|A0A2H3T111_FUSOX","no_mineral_MPLEx_02",24.2650400703055,"No Mineral","1919-13832_t_tx1"
"1919-13832_t_tx1;tr|A0A420PAB5|A0A420PAB5_FUSOX;tr|A0A2H3T111|A0A2H3T111_FUSOX","no_mineral_MPLEx_03",NA,"No Mineral","1919-13832_t_tx1"
"1919-13832_t_tx1;tr|A0A420PAB5|A0A420PAB5_FUSOX;tr|A0A2H3T111|A0A2H3T111_FUSOX","mineral_MPLEx_01",26.2708539003598,"Mineral","1919-13832_t_tx1"
"1919-13832_t_tx1;tr|A0A420PAB5|A0A420PAB5_FUSOX;tr|A0A2H3T111|A0A2H3T111_FUSOX","mineral_MPLEx_02",26.2332600689672,"Mineral","1919-13832_t_tx1"
"1919-13832_t_tx1;tr|A0A420PAB5|A0A420PAB5_FUSOX;tr|A0A2H3T111|A0A2H3T111_FUSOX","mineral_MPLEx_03",25.0747876009989,"Mineral","1919-13832_t_tx1"
"1932-348_t_tx1","no_mineral_MPLEx_01",27.6402846719723,"No Mineral","1932-348_t_tx1"
"1932-348_t_tx1","no_mineral_MPLEx_02",28.5844054202292,"No Mineral","1932-348_t_tx1"
"1932-348_t_tx1","no_mineral_MPLEx_03",28.9064525001931,"No Mineral","1932-348_t_tx1"
"1932-348_t_tx1","mineral_MPLEx_01",25.4620090840472,"Mineral","1932-348_t_tx1"
"1932-348_t_tx1","mineral_MPLEx_02",NA,"Mineral","1932-348_t_tx1"
"1932-348_t_tx1","mineral_MPLEx_03",27.5849388987742,"Mineral","1932-348_t_tx1"
"1941-3228_t_tx1;tr|A0A420Q5H6|A0A420Q5H6_FUSOX;tr|A0A2H3TQ55|A0A2H3TQ55_FUSOX;tr|A0A420N638|A0A420N638_FUSOX;tr|K3VT07|K3VT07_FUSPC;tr|I1RYV2|I1RYV2_GIBZE","no_mineral_MPLEx_01",23.2166526880111,"No Mineral","1941-3228_t_tx1"
"1941-3228_t_tx1;tr|A0A420Q5H6|A0A420Q5H6_FUSOX;tr|A0A2H3TQ55|A0A2H3TQ55_FUSOX;tr|A0A420N638|A0A420N638_FUSOX;tr|K3VT07|K3VT07_FUSPC;tr|I1RYV2|I1RYV2_GIBZE","no_mineral_MPLEx_02",22.651368883572,"No Mineral","1941-3228_t_tx1"
"1941-3228_t_tx1;tr|A0A420Q5H6|A0A420Q5H6_FUSOX;tr|A0A2H3TQ55|A0A2H3TQ55_FUSOX;tr|A0A420N638|A0A420N638_FUSOX;tr|K3VT07|K3VT07_FUSPC;tr|I1RYV2|I1RYV2_GIBZE","no_mineral_MPLEx_03",24.0522032574095,"No Mineral","1941-3228_t_tx1"
"1941-3228_t_tx1;tr|A0A420Q5H6|A0A420Q5H6_FUSOX;tr|A0A2H3TQ55|A0A2H3TQ55_FUSOX;tr|A0A420N638|A0A420N638_FUSOX;tr|K3VT07|K3VT07_FUSPC;tr|I1RYV2|I1RYV2_GIBZE","mineral_MPLEx_01",24.6261765489372,"Mineral","1941-3228_t_tx1"
"1941-3228_t_tx1;tr|A0A420Q5H6|A0A420Q5H6_FUSOX;tr|A0A2H3TQ55|A0A2H3TQ55_FUSOX;tr|A0A420N638|A0A420N638_FUSOX;tr|K3VT07|K3VT07_FUSPC;tr|I1RYV2|I1RYV2_GIBZE","mineral_MPLEx_02",24.431405907823,"Mineral","1941-3228_t_tx1"
"1941-3228_t_tx1;tr|A0A420Q5H6|A0A420Q5H6_FUSOX;tr|A0A2H3TQ55|A0A2H3TQ55_FUSOX;tr|A0A420N638|A0A420N638_FUSOX;tr|K3VT07|K3VT07_FUSPC;tr|I1RYV2|I1RYV2_GIBZE","mineral_MPLEx_03",24.077206758451,"Mineral","1941-3228_t_tx1"
"1958-15696_t_tx1","no_mineral_MPLEx_01",23.768657867413,"No Mineral","1958-15696_t_tx1"
"1958-15696_t_tx1","no_mineral_MPLEx_02",21.3996462421409,"No Mineral","1958-15696_t_tx1"
"1958-15696_t_tx1","no_mineral_MPLEx_03",22.3705520164295,"No Mineral","1958-15696_t_tx1"
"1958-15696_t_tx1","mineral_MPLEx_01",25.744751923911,"Mineral","1958-15696_t_tx1"
"1958-15696_t_tx1","mineral_MPLEx_02",24.1002137741967,"Mineral","1958-15696_t_tx1"
"1958-15696_t_tx1","mineral_MPLEx_03",23.0934565954178,"Mineral","1958-15696_t_tx1"
"1959-17752_t_tx1","no_mineral_MPLEx_01",26.4551132824384,"No Mineral","1959-17752_t_tx1"
"1959-17752_t_tx1","no_mineral_MPLEx_02",23.6632439146983,"No Mineral","1959-17752_t_tx1"
"1959-17752_t_tx1","no_mineral_MPLEx_03",26.3880837639758,"No Mineral","1959-17752_t_tx1"
"1959-17752_t_tx1","mineral_MPLEx_01",22.5622483831688,"Mineral","1959-17752_t_tx1"
"1959-17752_t_tx1","mineral_MPLEx_02",NA,"Mineral","1959-17752_t_tx1"
"1959-17752_t_tx1","mineral_MPLEx_03",25.1287869473993,"Mineral","1959-17752_t_tx1"
"1969-9482_t_tx1;tr|A0A420SX20|A0A420SX20_FUSOX;tr|A0A420RAA3|A0A420RAA3_FUSOX;tr|A0A420MRN5|A0A420MRN5_FUSOX;tr|A0A2H3SUW9|A0A2H3SUW9_FUSOX","no_mineral_MPLEx_01",28.4637661374309,"No Mineral","1969-9482_t_tx1"
"1969-9482_t_tx1;tr|A0A420SX20|A0A420SX20_FUSOX;tr|A0A420RAA3|A0A420RAA3_FUSOX;tr|A0A420MRN5|A0A420MRN5_FUSOX;tr|A0A2H3SUW9|A0A2H3SUW9_FUSOX","no_mineral_MPLEx_02",27.5433820838544,"No Mineral","1969-9482_t_tx1"
"1969-9482_t_tx1;tr|A0A420SX20|A0A420SX20_FUSOX;tr|A0A420RAA3|A0A420RAA3_FUSOX;tr|A0A420MRN5|A0A420MRN5_FUSOX;tr|A0A2H3SUW9|A0A2H3SUW9_FUSOX","no_mineral_MPLEx_03",28.412498726086,"No Mineral","1969-9482_t_tx1"
"1969-9482_t_tx1;tr|A0A420SX20|A0A420SX20_FUSOX;tr|A0A420RAA3|A0A420RAA3_FUSOX;tr|A0A420MRN5|A0A420MRN5_FUSOX;tr|A0A2H3SUW9|A0A2H3SUW9_FUSOX","mineral_MPLEx_01",26.489794844247,"Mineral","1969-9482_t_tx1"
"1969-9482_t_tx1;tr|A0A420SX20|A0A420SX20_FUSOX;tr|A0A420RAA3|A0A420RAA3_FUSOX;tr|A0A420MRN5|A0A420MRN5_FUSOX;tr|A0A2H3SUW9|A0A2H3SUW9_FUSOX","mineral_MPLEx_02",26.0159413229754,"Mineral","1969-9482_t_tx1"
"1969-9482_t_tx1;tr|A0A420SX20|A0A420SX20_FUSOX;tr|A0A420RAA3|A0A420RAA3_FUSOX;tr|A0A420MRN5|A0A420MRN5_FUSOX;tr|A0A2H3SUW9|A0A2H3SUW9_FUSOX","mineral_MPLEx_03",25.7324984020466,"Mineral","1969-9482_t_tx1"
"1969-9485_t_tx1","no_mineral_MPLEx_01",NA,"No Mineral","1969-9485_t_tx1"
"1969-9485_t_tx1","no_mineral_MPLEx_02",NA,"No Mineral","1969-9485_t_tx1"
"1969-9485_t_tx1","no_mineral_MPLEx_03",NA,"No Mineral","1969-9485_t_tx1"
"1969-9485_t_tx1","mineral_MPLEx_01",22.6212698598597,"Mineral","1969-9485_t_tx1"
"1969-9485_t_tx1","mineral_MPLEx_02",23.123051781697,"Mineral","1969-9485_t_tx1"
"1969-9485_t_tx1","mineral_MPLEx_03",21.8099195242341,"Mineral","1969-9485_t_tx1"
"1969-9491_t_tx1;tr|A0A420RAJ5|A0A420RAJ5_FUSOX;tr|A0A2H3SRB5|A0A2H3SRB5_FUSOX","no_mineral_MPLEx_01",24.6525966487882,"No Mineral","1969-9491_t_tx1"
"1969-9491_t_tx1;tr|A0A420RAJ5|A0A420RAJ5_FUSOX;tr|A0A2H3SRB5|A0A2H3SRB5_FUSOX","no_mineral_MPLEx_02",23.6084928605363,"No Mineral","1969-9491_t_tx1"
"1969-9491_t_tx1;tr|A0A420RAJ5|A0A420RAJ5_FUSOX;tr|A0A2H3SRB5|A0A2H3SRB5_FUSOX","no_mineral_MPLEx_03",NA,"No Mineral","1969-9491_t_tx1"
"1969-9491_t_tx1;tr|A0A420RAJ5|A0A420RAJ5_FUSOX;tr|A0A2H3SRB5|A0A2H3SRB5_FUSOX","mineral_MPLEx_01",25.568943398912,"Mineral","1969-9491_t_tx1"
"1969-9491_t_tx1;tr|A0A420RAJ5|A0A420RAJ5_FUSOX;tr|A0A2H3SRB5|A0A2H3SRB5_FUSOX","mineral_MPLEx_02",24.774318257041,"Mineral","1969-9491_t_tx1"
"1969-9491_t_tx1;tr|A0A420RAJ5|A0A420RAJ5_FUSOX;tr|A0A2H3SRB5|A0A2H3SRB5_FUSOX","mineral_MPLEx_03",22.9410202064164,"Mineral","1969-9491_t_tx1"
"1969-9496_t_tx1;tr|A0A2H3T2Y1|A0A2H3T2Y1_FUSOX;tr|K3VAN1|K3VAN1_FUSPC;tr|I1RB74|I1RB74_GIBZE","no_mineral_MPLEx_01",28.5866467083702,"No Mineral","1969-9496_t_tx1"
"1969-9496_t_tx1;tr|A0A2H3T2Y1|A0A2H3T2Y1_FUSOX;tr|K3VAN1|K3VAN1_FUSPC;tr|I1RB74|I1RB74_GIBZE","no_mineral_MPLEx_02",28.3894058237442,"No Mineral","1969-9496_t_tx1"
"1969-9496_t_tx1;tr|A0A2H3T2Y1|A0A2H3T2Y1_FUSOX;tr|K3VAN1|K3VAN1_FUSPC;tr|I1RB74|I1RB74_GIBZE","no_mineral_MPLEx_03",28.0395677537456,"No Mineral","1969-9496_t_tx1"
"1969-9496_t_tx1;tr|A0A2H3T2Y1|A0A2H3T2Y1_FUSOX;tr|K3VAN1|K3VAN1_FUSPC;tr|I1RB74|I1RB74_GIBZE","mineral_MPLEx_01",27.250927372352,"Mineral","1969-9496_t_tx1"
"1969-9496_t_tx1;tr|A0A2H3T2Y1|A0A2H3T2Y1_FUSOX;tr|K3VAN1|K3VAN1_FUSPC;tr|I1RB74|I1RB74_GIBZE","mineral_MPLEx_02",26.6094687859558,"Mineral","1969-9496_t_tx1"
"1969-9496_t_tx1;tr|A0A2H3T2Y1|A0A2H3T2Y1_FUSOX;tr|K3VAN1|K3VAN1_FUSPC;tr|I1RB74|I1RB74_GIBZE","mineral_MPLEx_03",28.1808598907502,"Mineral","1969-9496_t_tx1"
"1969-9497_t_tx1;tr|A0A420SWZ3|A0A420SWZ3_FUSOX;tr|A0A420Q742|A0A420Q742_FUSOX;tr|A0A420MPH8|A0A420MPH8_FUSOX;tr|A0A2H3T001|A0A2H3T001_FUSOX;tr|A0A420RA91|A0A420RA91_FUSOX;tr|K3VYG1|K3VYG1_FUSPC;tr|I1RB73|I1RB73_GIBZE","no_mineral_MPLEx_01",25.3748277021027,"No Mineral","1969-9497_t_tx1"
"1969-9497_t_tx1;tr|A0A420SWZ3|A0A420SWZ3_FUSOX;tr|A0A420Q742|A0A420Q742_FUSOX;tr|A0A420MPH8|A0A420MPH8_FUSOX;tr|A0A2H3T001|A0A2H3T001_FUSOX;tr|A0A420RA91|A0A420RA91_FUSOX;tr|K3VYG1|K3VYG1_FUSPC;tr|I1RB73|I1RB73_GIBZE","no_mineral_MPLEx_02",24.8375798183873,"No Mineral","1969-9497_t_tx1"
"1969-9497_t_tx1;tr|A0A420SWZ3|A0A420SWZ3_FUSOX;tr|A0A420Q742|A0A420Q742_FUSOX;tr|A0A420MPH8|A0A420MPH8_FUSOX;tr|A0A2H3T001|A0A2H3T001_FUSOX;tr|A0A420RA91|A0A420RA91_FUSOX;tr|K3VYG1|K3VYG1_FUSPC;tr|I1RB73|I1RB73_GIBZE","no_mineral_MPLEx_03",24.8916093038926,"No Mineral","1969-9497_t_tx1"
"1969-9497_t_tx1;tr|A0A420SWZ3|A0A420SWZ3_FUSOX;tr|A0A420Q742|A0A420Q742_FUSOX;tr|A0A420MPH8|A0A420MPH8_FUSOX;tr|A0A2H3T001|A0A2H3T001_FUSOX;tr|A0A420RA91|A0A420RA91_FUSOX;tr|K3VYG1|K3VYG1_FUSPC;tr|I1RB73|I1RB73_GIBZE","mineral_MPLEx_01",24.7862821121856,"Mineral","1969-9497_t_tx1"
"1969-9497_t_tx1;tr|A0A420SWZ3|A0A420SWZ3_FUSOX;tr|A0A420Q742|A0A420Q742_FUSOX;tr|A0A420MPH8|A0A420MPH8_FUSOX;tr|A0A2H3T001|A0A2H3T001_FUSOX;tr|A0A420RA91|A0A420RA91_FUSOX;tr|K3VYG1|K3VYG1_FUSPC;tr|I1RB73|I1RB73_GIBZE","mineral_MPLEx_02",23.1790077566009,"Mineral","1969-9497_t_tx1"
"1969-9497_t_tx1;tr|A0A420SWZ3|A0A420SWZ3_FUSOX;tr|A0A420Q742|A0A420Q742_FUSOX;tr|A0A420MPH8|A0A420MPH8_FUSOX;tr|A0A2H3T001|A0A2H3T001_FUSOX;tr|A0A420RA91|A0A420RA91_FUSOX;tr|K3VYG1|K3VYG1_FUSPC;tr|I1RB73|I1RB73_GIBZE","mineral_MPLEx_03",25.235627021242,"Mineral","1969-9497_t_tx1"
"1969-9500_t_tx1","no_mineral_MPLEx_01",33.1109496888908,"No Mineral","1969-9500_t_tx1"
"1969-9500_t_tx1","no_mineral_MPLEx_02",33.2548912963646,"No Mineral","1969-9500_t_tx1"
"1969-9500_t_tx1","no_mineral_MPLEx_03",32.923514553705,"No Mineral","1969-9500_t_tx1"
"1969-9500_t_tx1","mineral_MPLEx_01",31.3008781808784,"Mineral","1969-9500_t_tx1"
"1969-9500_t_tx1","mineral_MPLEx_02",30.5526752911059,"Mineral","1969-9500_t_tx1"
"1969-9500_t_tx1","mineral_MPLEx_03",31.8431892456612,"Mineral","1969-9500_t_tx1"
"1969-9501_t_tx1;tr|A0A420SWQ7|A0A420SWQ7_FUSOX;tr|A0A420RA78|A0A420RA78_FUSOX;tr|A0A420Q7A5|A0A420Q7A5_FUSOX;tr|A0A420MPF7|A0A420MPF7_FUSOX;tr|A0A2H3T7W1|A0A2H3T7W1_FUSOX;tr|K3VAN4|K3VAN4_FUSPC;tr|A0A1C3YI02|A0A1C3YI02_GIBZE","no_mineral_MPLEx_01",26.3908006593088,"No Mineral","1969-9501_t_tx1"
"1969-9501_t_tx1;tr|A0A420SWQ7|A0A420SWQ7_FUSOX;tr|A0A420RA78|A0A420RA78_FUSOX;tr|A0A420Q7A5|A0A420Q7A5_FUSOX;tr|A0A420MPF7|A0A420MPF7_FUSOX;tr|A0A2H3T7W1|A0A2H3T7W1_FUSOX;tr|K3VAN4|K3VAN4_FUSPC;tr|A0A1C3YI02|A0A1C3YI02_GIBZE","no_mineral_MPLEx_02",25.038854531766,"No Mineral","1969-9501_t_tx1"
"1969-9501_t_tx1;tr|A0A420SWQ7|A0A420SWQ7_FUSOX;tr|A0A420RA78|A0A420RA78_FUSOX;tr|A0A420Q7A5|A0A420Q7A5_FUSOX;tr|A0A420MPF7|A0A420MPF7_FUSOX;tr|A0A2H3T7W1|A0A2H3T7W1_FUSOX;tr|K3VAN4|K3VAN4_FUSPC;tr|A0A1C3YI02|A0A1C3YI02_GIBZE","no_mineral_MPLEx_03",26.0576870321859,"No Mineral","1969-9501_t_tx1"
"1969-9501_t_tx1;tr|A0A420SWQ7|A0A420SWQ7_FUSOX;tr|A0A420RA78|A0A420RA78_FUSOX;tr|A0A420Q7A5|A0A420Q7A5_FUSOX;tr|A0A420MPF7|A0A420MPF7_FUSOX;tr|A0A2H3T7W1|A0A2H3T7W1_FUSOX;tr|K3VAN4|K3VAN4_FUSPC;tr|A0A1C3YI02|A0A1C3YI02_GIBZE","mineral_MPLEx_01",23.8948623147782,"Mineral","1969-9501_t_tx1"
"1969-9501_t_tx1;tr|A0A420SWQ7|A0A420SWQ7_FUSOX;tr|A0A420RA78|A0A420RA78_FUSOX;tr|A0A420Q7A5|A0A420Q7A5_FUSOX;tr|A0A420MPF7|A0A420MPF7_FUSOX;tr|A0A2H3T7W1|A0A2H3T7W1_FUSOX;tr|K3VAN4|K3VAN4_FUSPC;tr|A0A1C3YI02|A0A1C3YI02_GIBZE","mineral_MPLEx_02",22.5025982209308,"Mineral","1969-9501_t_tx1"
"1969-9501_t_tx1;tr|A0A420SWQ7|A0A420SWQ7_FUSOX;tr|A0A420RA78|A0A420RA78_FUSOX;tr|A0A420Q7A5|A0A420Q7A5_FUSOX;tr|A0A420MPF7|A0A420MPF7_FUSOX;tr|A0A2H3T7W1|A0A2H3T7W1_FUSOX;tr|K3VAN4|K3VAN4_FUSPC;tr|A0A1C3YI02|A0A1C3YI02_GIBZE","mineral_MPLEx_03",23.4120290864931,"Mineral","1969-9501_t_tx1"
"1969-9505_t_tx1;tr|K3VA11|K3VA11_FUSPC;tr|I1RB66|I1RB66_GIBZE","no_mineral_MPLEx_01",27.0088047779667,"No Mineral","1969-9505_t_tx1"
"1969-9505_t_tx1;tr|K3VA11|K3VA11_FUSPC;tr|I1RB66|I1RB66_GIBZE","no_mineral_MPLEx_02",27.207194308993,"No Mineral","1969-9505_t_tx1"
"1969-9505_t_tx1;tr|K3VA11|K3VA11_FUSPC;tr|I1RB66|I1RB66_GIBZE","no_mineral_MPLEx_03",27.210447777311,"No Mineral","1969-9505_t_tx1"
"1969-9505_t_tx1;tr|K3VA11|K3VA11_FUSPC;tr|I1RB66|I1RB66_GIBZE","mineral_MPLEx_01",23.7890270246193,"Mineral","1969-9505_t_tx1"
"1969-9505_t_tx1;tr|K3VA11|K3VA11_FUSPC;tr|I1RB66|I1RB66_GIBZE","mineral_MPLEx_02",NA,"Mineral","1969-9505_t_tx1"
"1969-9505_t_tx1;tr|K3VA11|K3VA11_FUSPC;tr|I1RB66|I1RB66_GIBZE","mineral_MPLEx_03",24.6069045965786,"Mineral","1969-9505_t_tx1"
"1969-9507_t_tx1","no_mineral_MPLEx_01",27.859080830926,"No Mineral","1969-9507_t_tx1"
"1969-9507_t_tx1","no_mineral_MPLEx_02",27.5697214695469,"No Mineral","1969-9507_t_tx1"
"1969-9507_t_tx1","no_mineral_MPLEx_03",29.3523286982477,"No Mineral","1969-9507_t_tx1"
"1969-9507_t_tx1","mineral_MPLEx_01",28.9062985138104,"Mineral","1969-9507_t_tx1"
"1969-9507_t_tx1","mineral_MPLEx_02",28.8253796329116,"Mineral","1969-9507_t_tx1"
"1969-9507_t_tx1","mineral_MPLEx_03",29.5407472431491,"Mineral","1969-9507_t_tx1"
"1986-3714_t_tx1","no_mineral_MPLEx_01",27.2910553287143,"No Mineral","1986-3714_t_tx1"
"1986-3714_t_tx1","no_mineral_MPLEx_02",27.5681809113487,"No Mineral","1986-3714_t_tx1"
"1986-3714_t_tx1","no_mineral_MPLEx_03",27.3885971110722,"No Mineral","1986-3714_t_tx1"
"1986-3714_t_tx1","mineral_MPLEx_01",26.2578350371674,"Mineral","1986-3714_t_tx1"
"1986-3714_t_tx1","mineral_MPLEx_02",23.8878880592674,"Mineral","1986-3714_t_tx1"
"1986-3714_t_tx1","mineral_MPLEx_03",28.0194283886881,"Mineral","1986-3714_t_tx1"
"1986-3717_t_tx1;tr|A0A2H3TH84|A0A2H3TH84_FUSOX;tr|A0A420QSC4|A0A420QSC4_FUSOX;tr|K3UR76|K3UR76_FUSPC;tr|I1RM35|I1RM35_GIBZE","no_mineral_MPLEx_01",28.5403908552826,"No Mineral","1986-3717_t_tx1"
"1986-3717_t_tx1;tr|A0A2H3TH84|A0A2H3TH84_FUSOX;tr|A0A420QSC4|A0A420QSC4_FUSOX;tr|K3UR76|K3UR76_FUSPC;tr|I1RM35|I1RM35_GIBZE","no_mineral_MPLEx_02",28.5573696337193,"No Mineral","1986-3717_t_tx1"
"1986-3717_t_tx1;tr|A0A2H3TH84|A0A2H3TH84_FUSOX;tr|A0A420QSC4|A0A420QSC4_FUSOX;tr|K3UR76|K3UR76_FUSPC;tr|I1RM35|I1RM35_GIBZE","no_mineral_MPLEx_03",28.361964756674,"No Mineral","1986-3717_t_tx1"
"1986-3717_t_tx1;tr|A0A2H3TH84|A0A2H3TH84_FUSOX;tr|A0A420QSC4|A0A420QSC4_FUSOX;tr|K3UR76|K3UR76_FUSPC;tr|I1RM35|I1RM35_GIBZE","mineral_MPLEx_01",25.6011621663152,"Mineral","1986-3717_t_tx1"
"1986-3717_t_tx1;tr|A0A2H3TH84|A0A2H3TH84_FUSOX;tr|A0A420QSC4|A0A420QSC4_FUSOX;tr|K3UR76|K3UR76_FUSPC;tr|I1RM35|I1RM35_GIBZE","mineral_MPLEx_02",NA,"Mineral","1986-3717_t_tx1"
"1986-3717_t_tx1;tr|A0A2H3TH84|A0A2H3TH84_FUSOX;tr|A0A420QSC4|A0A420QSC4_FUSOX;tr|K3UR76|K3UR76_FUSPC;tr|I1RM35|I1RM35_GIBZE","mineral_MPLEx_03",27.163553998779,"Mineral","1986-3717_t_tx1"
"1986-3720_t_tx1;tr|A0A420MLZ5|A0A420MLZ5_FUSOX;tr|A0A2H3TQN7|A0A2H3TQN7_FUSOX;tr|A0A420U299|A0A420U299_FUSOX","no_mineral_MPLEx_01",26.4797636852001,"No Mineral","1986-3720_t_tx1"
"1986-3720_t_tx1;tr|A0A420MLZ5|A0A420MLZ5_FUSOX;tr|A0A2H3TQN7|A0A2H3TQN7_FUSOX;tr|A0A420U299|A0A420U299_FUSOX","no_mineral_MPLEx_02",27.6059168278009,"No Mineral","1986-3720_t_tx1"
"1986-3720_t_tx1;tr|A0A420MLZ5|A0A420MLZ5_FUSOX;tr|A0A2H3TQN7|A0A2H3TQN7_FUSOX;tr|A0A420U299|A0A420U299_FUSOX","no_mineral_MPLEx_03",26.5941937971185,"No Mineral","1986-3720_t_tx1"
"1986-3720_t_tx1;tr|A0A420MLZ5|A0A420MLZ5_FUSOX;tr|A0A2H3TQN7|A0A2H3TQN7_FUSOX;tr|A0A420U299|A0A420U299_FUSOX","mineral_MPLEx_01",24.9875787979947,"Mineral","1986-3720_t_tx1"
"1986-3720_t_tx1;tr|A0A420MLZ5|A0A420MLZ5_FUSOX;tr|A0A2H3TQN7|A0A2H3TQN7_FUSOX;tr|A0A420U299|A0A420U299_FUSOX","mineral_MPLEx_02",26.2460020070828,"Mineral","1986-3720_t_tx1"
"1986-3720_t_tx1;tr|A0A420MLZ5|A0A420MLZ5_FUSOX;tr|A0A2H3TQN7|A0A2H3TQN7_FUSOX;tr|A0A420U299|A0A420U299_FUSOX","mineral_MPLEx_03",25.9077200915006,"Mineral","1986-3720_t_tx1"
"1986-3721_t_tx1;tr|A0A2H3THB9|A0A2H3THB9_FUSOX;tr|I1RNU7|I1RNU7_GIBZE","no_mineral_MPLEx_01",29.4825486215544,"No Mineral","1986-3721_t_tx1"
"1986-3721_t_tx1;tr|A0A2H3THB9|A0A2H3THB9_FUSOX;tr|I1RNU7|I1RNU7_GIBZE","no_mineral_MPLEx_02",29.8111036215067,"No Mineral","1986-3721_t_tx1"
"1986-3721_t_tx1;tr|A0A2H3THB9|A0A2H3THB9_FUSOX;tr|I1RNU7|I1RNU7_GIBZE","no_mineral_MPLEx_03",29.343520290682,"No Mineral","1986-3721_t_tx1"
"1986-3721_t_tx1;tr|A0A2H3THB9|A0A2H3THB9_FUSOX;tr|I1RNU7|I1RNU7_GIBZE","mineral_MPLEx_01",29.5164621766917,"Mineral","1986-3721_t_tx1"
"1986-3721_t_tx1;tr|A0A2H3THB9|A0A2H3THB9_FUSOX;tr|I1RNU7|I1RNU7_GIBZE","mineral_MPLEx_02",29.1014136183475,"Mineral","1986-3721_t_tx1"
"1986-3721_t_tx1;tr|A0A2H3THB9|A0A2H3THB9_FUSOX;tr|I1RNU7|I1RNU7_GIBZE","mineral_MPLEx_03",29.4530682252655,"Mineral","1986-3721_t_tx1"
"1991-3839_t_tx1","no_mineral_MPLEx_01",22.3436192068576,"No Mineral","1991-3839_t_tx1"
"1991-3839_t_tx1","no_mineral_MPLEx_02",21.3886524170499,"No Mineral","1991-3839_t_tx1"
"1991-3839_t_tx1","no_mineral_MPLEx_03",21.9861351983742,"No Mineral","1991-3839_t_tx1"
"1991-3839_t_tx1","mineral_MPLEx_01",NA,"Mineral","1991-3839_t_tx1"
"1991-3839_t_tx1","mineral_MPLEx_02",NA,"Mineral","1991-3839_t_tx1"
"1991-3839_t_tx1","mineral_MPLEx_03",NA,"Mineral","1991-3839_t_tx1"
"1997-5225_t_tx1;tr|A0A420QRZ3|A0A420QRZ3_FUSOX;tr|A0A420MYD9|A0A420MYD9_FUSOX;tr|A0A2H3U1G7|A0A2H3U1G7_FUSOX","no_mineral_MPLEx_01",29.0721407694974,"No Mineral","1997-5225_t_tx1"
